Titration Data Only,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-24.8,,,,18.9,,,,,,
,2,,,-24.8,,,,18.9,,,0.0,,,
,3,,,-24.8,,,,18.9,,,0.0,,,
,4,,,-24.8,,,,18.9,,,0.0,,,
,5,,,-24.8,,,,18.9,,,0.0,,,
,6,,,-24.8,,,,18.9,,,0.0,,,
,7,,,-24.8,,,,18.9,,,0.0,,,
,8,,,-24.9,,,,18.9,,,-0.1,,,
,9,,,-24.9,,,,18.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,2,0.0050,,,-57.0,,0.0040,,19.9,0.1,,,,
,3,0.0110,,,-56.5,,0.0060,,19.9,0.5,,,,
,4,0.0195,,,-55.4,,0.0085,,19.9,1.1,,,,
,5,0.0335,,,-53.2,,0.0140,,19.9,2.2,,,,
,6,0.0540,,,-49.7,,0.0205,,19.9,3.5,,,,
,7,0.0780,,,-44.3,,0.0240,,19.9,5.4,,,,
,8,0.1115,,,-35.7,,0.0335,,19.9,8.6,,,,
,9,0.1530,,,-23.9,,0.0415,,19.9,11.8,,,,
,10,0.2045,,,-10.5,,0.0515,,19.9,13.4,,,,
,11,0.2670,,,2.9,,0.0625,,19.9,13.4,,,,
,12,0.3410,,,17.0,,0.0740,,19.9,14.1,,,,
,13,0.4175,,,30.1,,0.0765,,19.9,13.1,,,,
,14,0.5160,,,48.2,,0.0985,,19.9,18.1,,,,
,15,0.6275,,,62.7,,0.1115,,19.9,14.5,,,,
,16,0.7525,,,82.7,,0.1250,,19.9,20.0,,,,
,17,0.8730,,,101.8,,0.1205,,19.9,19.1,,,,
,18,0.8835,,,106.0,,0.0105,,19.9,4.2,,,,
,19,0.8895,,,103.9,,0.0060,,19.9,-2.1,,,,
,20,0.8990,,,105.4,,0.0095,,19.9,1.5,,,,
,21,0.9130,,,110.7,,0.0140,,19.9,5.3,,,,
,22,0.9300,,,117.4,,0.0170,,19.9,6.7,,,,
,23,0.9490,,,125.0,,0.0190,,19.9,7.6,,,,
,24,0.9690,,,131.2,,0.0200,,19.9,6.2,,,,
,25,0.9875,,,137.9,,0.0185,,19.9,6.7,,,,
,26,1.0025,,,147.3,,0.0150,,19.9,9.4,,,,
,27,1.0065,,,151.9,,0.0040,,19.9,4.6,,,,
,28,1.0090,,,153.9,,0.0025,,19.9,2.0,,,,
,29,1.0130,,,155.4,,0.0040,,19.9,1.5,,,,
,30,1.0190,,,157.6,,0.0060,,19.9,2.2,,,,
,31,1.0260,,,159.9,,0.0070,,19.9,2.3,,,,
,32,1.0355,,,163.5,,0.0095,,19.9,3.6,,,,
,33,1.0445,,,167.2,,0.0090,,19.9,3.7,,,,
,34,1.0515,,,170.4,,0.0070,,19.9,3.2,,,,
,35,1.0560,,,172.4,,0.0045,,19.9,2.0,,,,
,36,1.0610,,,174.0,,0.0050,,19.9,1.6,,,,
,37,1.0660,,,175.5,,0.0050,,19.9,1.5,,,,
,38,1.0725,,,177.1,,0.0065,,19.9,1.6,,,,
,39,1.0790,,,179.1,,0.0065,,19.9,2.0,,,,
,40,1.0835,,,180.7,,0.0045,,19.9,1.6,,,,
,41,1.0865,,,181.6,,0.0030,,19.9,0.9,,,,
,42,1.0905,,,182.7,,0.0040,,19.9,1.1,,,,
,43,1.0945,,,183.6,,0.0040,,19.9,0.9,,,,
,44,1.0985,,,184.5,,0.0040,,19.9,0.9,,,,
,45,1.1030,,,185.4,,0.0045,,19.9,0.9,,,,
,46,1.1060,,,186.4,,0.0030,,19.9,1.0,,,,
,47,1.1085,,,187.0,,0.0025,,19.9,0.6,,,,
,48,1.1110,,,187.5,,0.0025,,19.9,0.5,,,,
,49,1.1135,,,188.0,,0.0025,,19.9,0.5,,,,
,50,1.1160,,,188.5,,0.0025,,19.9,0.5,,,,
,51,1.1185,,,189.0,,0.0025,,19.9,0.5,,,,
,52,1.1210,,,189.6,,0.0025,,19.9,0.6,,,,
,53,1.1230,,,190.1,,0.0020,,19.9,0.5,,,,
,54,1.1235,,,190.4,,0.0005,,19.9,0.3,,,,
,55,1.1250,,,190.6,,0.0015,,19.9,0.2,,,,
,56,1.1275,,,191.0,,0.0025,,19.9,0.4,,,,
,57,1.1275,,,191.3,,0.0000,,19.9,0.3,,,,
,58,1.1285,,,191.4,,0.0010,,19.9,0.1,,,,
,59,1.1295,,,191.6,,0.0010,,19.9,0.2,,,,
,60,1.1320,,,191.8,,0.0025,,19.9,0.2,,,,
,,1.1330,,,192.0,,,,,,,,,EP
,61,1.1335,,,192.1,,0.0015,,19.9,0.3,,,,
,62,1.1335,,,192.4,,0.0000,,19.9,0.3,,,,
,63,1.1335,,,192.5,,0.0000,,19.9,0.1,,,,
,64,1.1335,,,192.5,,0.0000,,19.9,0.0,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 9/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 9/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.9,,,,20.2,,,,,
,3,0.0200,,,195.4,,0.0200,,20.2,2.5,,,,
,6,0.0400,,,198.2,,0.0200,,20.2,2.8,,,,
,9,0.0600,,,200.7,,0.0200,,20.2,2.5,,,,
,12,0.0800,,,203.1,,0.0200,,20.2,2.4,,,,
,15,0.1000,,,205.3,,0.0200,,20.2,2.2,,,105.86,
,18,0.1200,,,207.3,,0.0200,,20.2,2.0,,,95.56,
,21,0.1400,,,209.1,,0.0200,,20.2,1.8,,,88.11,
,24,0.1600,,,210.8,,0.0200,,20.2,1.7,,,81.64,
,27,0.1800,,,212.4,,0.0200,,20.2,1.6,,,76.04,
,30,0.2000,,,213.8,,0.0200,,20.2,1.4,,,71.61,
,33,0.2200,,,215.3,,0.0200,,20.2,1.5,,,68.21,
,36,0.2400,,,216.6,,0.0200,,20.2,1.3,,,65.12,
,39,0.2600,,,217.8,,0.0200,,20.2,1.2,,,63.01,
,42,0.2800,,,219.1,,0.0200,,20.2,1.3,,,60.29,
,45,0.3000,,,220.3,,0.0200,,20.2,1.2,,,56.89,
,48,0.3200,,,221.4,,0.0200,,20.2,1.1,,,54.51,
,51,0.3400,,,222.5,,0.0200,,20.2,1.1,,,51.72,
,54,0.3600,,,223.4,,0.0200,,20.2,0.9,,,49.42,
,57,0.3800,,,224.4,,0.0200,,20.2,1.0,,,48.01,
,60,0.4000,,,225.4,,0.0200,,20.2,1.0,,,46.48,
,64,0.4200,,,226.3,,0.0200,,20.2,0.9,,,44.71,
,66,0.4400,,,227.2,,0.0200,,20.2,0.9,,,43.01,
,70,0.4600,,,228.0,,0.0200,,20.2,0.8,,,41.50,
,72,0.4800,,,228.8,,0.0200,,20.2,0.8,,,40.23,
,76,0.5000,,,229.6,,0.0200,,20.2,0.8,,,38.98,
,78,0.5200,,,230.4,,0.0200,,20.2,0.8,,,37.50,
,82,0.5400,,,231.2,,0.0200,,20.2,0.8,,,36.50,
,85,0.5600,,,231.8,,0.0200,,20.2,0.6,,,35.22,
,88,0.5800,,,232.5,,0.0200,,20.2,0.7,,,33.71,
,91,0.6000,,,233.2,,0.0200,,20.2,0.7,,,32.97,
,94,0.6200,,,233.9,,0.0200,,20.2,0.7,,,32.73,
,97,0.6400,,,234.5,,0.0200,,20.2,0.6,,,32.80,
,100,0.6600,,,235.1,,0.0200,,20.2,0.6,,,31.51,
,103,0.6800,,,235.8,,0.0200,,20.2,0.7,,,30.77,
,106,0.7000,,,236.4,,0.0200,,20.2,0.6,,,30.01,
,109,0.7200,,,237.0,,0.0200,,20.2,0.6,,,28.72,
,112,0.7400,,,237.5,,0.0200,,20.2,0.5,,,27.49,
,115,0.7600,,,238.1,,0.0200,,20.2,0.6,,,26.72,
,118,0.7800,,,238.6,,0.0200,,20.2,0.5,,,26.70,
,121,0.8000,,,239.1,,0.0200,,20.2,0.5,,,26.51,
,124,0.8200,,,239.7,,0.0200,,20.2,0.6,,,26.28,
,127,0.8400,,,240.2,,0.0200,,20.2,0.5,,,25.71,
,130,0.8600,,,240.7,,0.0200,,20.2,0.5,,,25.80,
,133,0.8800,,,241.2,,0.0200,,20.2,0.5,,,25.29,
,136,0.9000,,,241.7,,0.0200,,20.2,0.5,,,24.20,
,139,0.9200,,,242.2,,0.0200,,20.2,0.5,,,,
,142,0.9400,,,242.7,,0.0200,,20.2,0.5,,,,
,145,0.9600,,,243.1,,0.0200,,20.2,0.4,,,,
,148,0.9800,,,243.5,,0.0200,,20.2,0.4,,,,
,151,1.0000,,,244.0,,0.0200,,20.2,0.5,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 10/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-56.8,,,,19.9,,,,,,
,2,,,-56.8,,,,19.9,,,0.0,,,
,3,,,-56.9,,,,19.9,,,-0.1,,,
,4,,,-56.9,,,,19.9,,,0.0,,,
,5,,,-56.9,,,,19.9,,,0.0,,,
,6,,,-56.9,,,,19.9,,,0.0,,,
,7,,,-56.9,,,,19.9,,,0.0,,,
,8,,,-56.9,,,,19.9,,,0.0,,,
,9,,,-56.9,,,,19.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 10/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-57.0,,,,19.9,,,,,
,1,0.0010,,,-57.0,,0.0010,,19.9,0.0,,,,
,2,0.0050,,,-56.9,,0.0040,,19.9,0.1,,,,
,3,0.0110,,,-56.6,,0.0060,,19.9,0.3,,,,
,4,0.0200,,,-55.6,,0.0090,,19.9,1.0,,,,
,5,0.0340,,,-53.6,,0.0140,,19.9,2.0,,,,
,6,0.0555,,,-50.2,,0.0215,,19.9,3.4,,,,
,7,0.0800,,,-45.2,,0.0245,,19.9,5.0,,,,
,8,0.1145,,,-37.1,,0.0345,,19.9,8.1,,,,
,9,0.1570,,,-25.7,,0.0425,,19.9,11.4,,,,
,10,0.2090,,,-14.1,,0.0520,,19.9,11.6,,,,
,11,0.2715,,,-1.0,,0.0625,,19.9,13.1,,,,
,12,0.3475,,,12.2,,0.0760,,19.9,13.2,,,,
,13,0.4255,,,25.9,,0.0780,,19.9,13.7,,,,
,14,0.5250,,,39.0,,0.0995,,19.9,13.1,,,,
,15,0.6380,,,52.7,,0.1130,,19.9,13.7,,,,
,16,0.7635,,,69.9,,0.1255,,19.9,17.2,,,,
,17,0.9010,,,90.4,,0.1375,,19.9,20.5,,,,
,18,0.9590,,,109.3,,0.0580,,19.9,18.9,,,,
,19,0.9605,,,106.0,,0.0015,,19.9,-3.3,,,,
,20,0.9645,,,104.8,,0.0040,,19.9,-1.2,,,,
,21,0.9695,,,106.1,,0.0050,,19.9,1.3,,,,
,22,0.9775,,,108.7,,0.0080,,19.9,2.6,,,,
,23,0.9890,,,112.0,,0.0115,,19.9,3.3,,,,
,24,1.0040,,,117.9,,0.0150,,19.9,5.9,,,,
,25,1.0200,,,124.1,,0.0160,,19.9,6.2,,,,
,26,1.0385,,,130.4,,0.0185,,19.9,6.3,,,,
,27,1.0575,,,138.7,,0.0190,,19.9,8.3,,,,
,28,1.0680,,,144.4,,0.0105,,19.9,5.7,,,,
,29,1.0770,,,149.1,,0.0090,,19.9,4.7,,,,
,30,1.0870,,,153.3,,0.0100,,19.9,4.2,,,,
,31,1.0970,,,157.1,,0.0100,,19.9,3.8,,,,
,32,1.1065,,,161.3,,0.0095,,19.9,4.2,,,,
,33,1.1145,,,165.4,,0.0080,,19.9,4.1,,,,
,34,1.1200,,,168.2,,0.0055,,19.9,2.8,,,,
,35,1.1250,,,170.1,,0.0050,,19.9,1.9,,,,
,36,1.1305,,,172.1,,0.0055,,19.9,2.0,,,,
,37,1.1370,,,173.6,,0.0065,,19.9,1.5,,,,
,38,1.1445,,,175.7,,0.0075,,19.9,2.1,,,,
,39,1.1515,,,177.7,,0.0070,,19.9,2.0,,,,
,40,1.1580,,,179.3,,0.0065,,19.9,1.6,,,,
,41,1.1630,,,180.8,,0.0050,,19.9,1.5,,,,
,42,1.1680,,,181.8,,0.0050,,19.9,1.0,,,,
,43,1.1725,,,182.7,,0.0045,,19.9,0.9,,,,
,44,1.1780,,,183.8,,0.0055,,19.9,1.1,,,,
,45,1.1830,,,185.0,,0.0050,,19.9,1.2,,,,
,46,1.1860,,,185.8,,0.0030,,19.9,0.8,,,,
,47,1.1885,,,186.5,,0.0025,,19.9,0.7,,,,
,48,1.1915,,,186.9,,0.0030,,19.9,0.4,,,,
,49,1.1945,,,187.4,,0.0030,,19.9,0.5,,,,
,50,1.1975,,,187.9,,0.0030,,19.9,0.5,,,,
,51,1.2000,,,188.5,,0.0025,,19.9,0.6,,,,
,52,1.2025,,,188.9,,0.0025,,19.9,0.4,,,,
,53,1.2050,,,189.4,,0.0025,,19.9,0.5,,,,
,54,1.2075,,,189.8,,0.0025,,19.9,0.4,,,,
,55,1.2075,,,190.2,,0.0000,,19.9,0.4,,,,
,56,1.2110,,,190.5,,0.0035,,19.9,0.3,,,,
,57,1.2120,,,190.8,,0.0010,,19.9,0.3,,,,
,58,1.2125,,,191.0,,0.0005,,19.9,0.2,,,,
,59,1.2140,,,191.1,,0.0015,,19.9,0.1,,,,
,60,1.2160,,,191.4,,0.0020,,19.9,0.3,,,,
,61,1.2165,,,191.6,,0.0005,,19.9,0.2,,,,
,62,1.2175,,,191.8,,0.0010,,19.9,0.2,,,,
,63,1.2195,,,192.0,,0.0020,,19.9,0.2,,,,
,64,1.2195,,,192.2,,0.0000,,19.9,0.2,,,,
,65,1.2195,,,192.3,,0.0000,,19.9,0.1,,,,
,66,1.2195,,,192.4,,0.0000,,19.9,0.1,,,,
,,1.2195,,,192.0,,,,,,,,,EP
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 10/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 10/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.7,,,,20.2,,,,,
,3,0.0200,,,195.0,,0.0200,,20.2,2.3,,,,
,6,0.0400,,,197.7,,0.0200,,20.2,2.7,,,,
,9,0.0600,,,200.1,,0.0200,,20.2,2.4,,,,
,12,0.0800,,,202.3,,0.0200,,20.2,2.2,,,,
,15,0.1000,,,204.4,,0.0200,,20.2,2.1,,,102.15,
,18,0.1200,,,206.4,,0.0200,,20.2,2.0,,,92.62,
,21,0.1400,,,208.2,,0.0200,,20.2,1.8,,,85.62,
,24,0.1600,,,209.8,,0.0200,,20.2,1.6,,,78.85,
,27,0.1800,,,211.3,,0.0200,,20.2,1.5,,,73.33,
,30,0.2000,,,212.7,,0.0200,,20.2,1.4,,,69.63,
,33,0.2200,,,214.1,,0.0200,,20.2,1.4,,,66.92,
,36,0.2400,,,215.4,,0.0200,,20.2,1.3,,,64.20,
,39,0.2600,,,216.7,,0.0200,,20.2,1.3,,,61.79,
,42,0.2800,,,217.9,,0.0200,,20.2,1.2,,,59.01,
,45,0.3000,,,219.0,,0.0200,,20.2,1.1,,,55.71,
,48,0.3200,,,220.1,,0.0200,,20.2,1.1,,,52.20,
,51,0.3400,,,221.2,,0.0200,,20.2,1.1,,,49.70,
,54,0.3600,,,222.1,,0.0200,,20.2,0.9,,,47.94,
,57,0.3800,,,223.0,,0.0200,,20.2,0.9,,,45.92,
,60,0.4000,,,223.9,,0.0200,,20.2,0.9,,,44.47,
,64,0.4200,,,224.9,,0.0200,,20.2,1.0,,,44.01,
,66,0.4400,,,225.7,,0.0200,,20.2,0.8,,,43.51,
,70,0.4600,,,226.5,,0.0200,,20.2,0.8,,,41.51,
,72,0.4800,,,227.4,,0.0200,,20.2,0.9,,,39.76,
,76,0.5000,,,228.2,,0.0200,,20.2,0.8,,,38.72,
,78,0.5200,,,228.9,,0.0200,,20.2,0.7,,,37.73,
,82,0.5400,,,229.6,,0.0200,,20.2,0.7,,,36.28,
,84,0.5600,,,230.4,,0.0200,,20.2,0.8,,,35.00,
,88,0.5800,,,231.1,,0.0200,,20.2,0.7,,,33.92,
,91,0.6000,,,231.7,,0.0200,,20.2,0.6,,,33.01,
,94,0.6200,,,232.4,,0.0200,,20.2,0.7,,,32.01,
,97,0.6400,,,233.0,,0.0200,,20.2,0.6,,,31.70,
,100,0.6600,,,233.6,,0.0200,,20.2,0.6,,,31.51,
,103,0.6800,,,234.3,,0.0200,,20.2,0.7,,,31.06,
,106,0.7000,,,234.9,,0.0200,,20.2,0.6,,,30.01,
,109,0.7200,,,235.5,,0.0200,,20.2,0.6,,,29.01,
,112,0.7400,,,236.0,,0.0200,,20.2,0.5,,,27.49,
,115,0.7600,,,236.6,,0.0200,,20.2,0.6,,,26.21,
,118,0.7800,,,237.1,,0.0200,,20.2,0.5,,,25.41,
,121,0.8000,,,237.6,,0.0200,,20.2,0.5,,,25.21,
,124,0.8200,,,238.1,,0.0200,,20.2,0.5,,,25.80,
,127,0.8400,,,238.6,,0.0200,,20.2,0.5,,,25.71,
,130,0.8600,,,239.1,,0.0200,,20.2,0.5,,,25.78,
,133,0.8800,,,239.7,,0.0200,,20.2,0.6,,,25.58,
,136,0.9000,,,240.2,,0.0200,,20.2,0.5,,,25.01,
,139,0.9200,,,240.6,,0.0200,,20.2,0.4,,,24.01,
,142,0.9400,,,241.1,,0.0200,,20.2,0.5,,,22.78,
,145,0.9600,,,241.6,,0.0200,,20.2,0.5,,,21.41,
,148,0.9800,,,242.0,,0.0200,,20.2,0.4,,,21.21,
,151,1.0000,,,242.4,,0.0200,,20.2,0.4,,,,
,154,1.0200,,,242.8,,0.0200,,20.2,0.4,,,,
,157,1.0400,,,243.2,,0.0200,,20.2,0.4,,,,
,160,1.0600,,,243.7,,0.0200,,20.2,0.5,,,,
,163,1.0800,,,244.1,,0.0200,,20.2,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 11/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 11/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-57.7,,,,19.9,,,,,,
,2,,,-57.8,,,,19.9,,,-0.1,,,
,3,,,-57.8,,,,19.9,,,0.0,,,
,4,,,-57.8,,,,19.9,,,0.0,,,
,5,,,-57.8,,,,19.9,,,0.0,,,
,6,,,-57.8,,,,19.9,,,0.0,,,
,7,,,-57.8,,,,19.9,,,0.0,,,
,8,,,-57.8,,,,19.9,,,0.0,,,
,9,,,-57.8,,,,19.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 11/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 11/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-57.8,,,,19.9,,,,,
,1,0.0010,,,-57.8,,0.0010,,19.9,0.0,,,,
,2,0.0050,,,-57.7,,0.0040,,19.9,0.1,,,,
,3,0.0110,,,-57.4,,0.0060,,19.9,0.3,,,,
,4,0.0195,,,-56.3,,0.0085,,19.9,1.1,,,,
,5,0.0335,,,-54.3,,0.0140,,19.9,2.0,,,,
,6,0.0540,,,-50.8,,0.0205,,19.9,3.5,,,,
,7,0.0780,,,-45.7,,0.0240,,19.9,5.1,,,,
,8,0.1115,,,-37.0,,0.0335,,19.9,8.7,,,,
,9,0.1530,,,-24.6,,0.0415,,19.9,12.4,,,,
,10,0.2040,,,-11.2,,0.0510,,19.9,13.4,,,,
,11,0.2660,,,1.1,,0.0620,,19.9,12.3,,,,
,12,0.3405,,,14.5,,0.0745,,19.9,13.4,,,,
,13,0.4170,,,24.8,,0.0765,,19.9,10.3,,,,
,14,0.5155,,,39.6,,0.0985,,19.9,14.8,,,,
,15,0.6270,,,57.9,,0.1115,,19.9,18.3,,,,
,16,0.7510,,,76.4,,0.1240,,19.9,18.5,,,,
,17,0.8815,,,100.8,,0.1305,,19.9,24.4,,,,
,18,0.8880,,,111.0,,0.0065,,19.9,10.2,,,,
,19,0.8905,,,108.6,,0.0025,,19.9,-2.4,,,,
,20,0.8945,,,108.5,,0.0040,,19.9,-0.1,,,,
,21,0.9010,,,110.5,,0.0065,,19.9,2.0,,,,
,22,0.9100,,,113.6,,0.0090,,19.9,3.1,,,,
,23,0.9230,,,118.2,,0.0130,,19.9,4.6,,,,
,24,0.9390,,,125.1,,0.0160,,19.9,6.9,,,,
,25,0.9545,,,131.0,,0.0155,,19.9,5.9,,,,
,26,0.9720,,,137.9,,0.0175,,19.9,6.9,,,,
,27,0.9875,,,145.8,,0.0155,,19.9,7.9,,,,
,28,0.9955,,,151.5,,0.0080,,19.9,5.7,,,,
,29,1.0005,,,155.5,,0.0050,,19.9,4.0,,,,
,30,1.0055,,,158.0,,0.0050,,19.9,2.5,,,,
,31,1.0115,,,160.4,,0.0060,,19.9,2.4,,,,
,32,1.0190,,,163.5,,0.0075,,19.9,3.1,,,,
,33,1.0275,,,166.5,,0.0085,,19.9,3.0,,,,
,34,1.0365,,,169.8,,0.0090,,19.9,3.3,,,,
,35,1.0425,,,172.7,,0.0060,,19.9,2.9,,,,
,36,1.0465,,,174.5,,0.0040,,19.9,1.8,,,,
,37,1.0500,,,175.7,,0.0035,,19.9,1.2,,,,
,38,1.0550,,,177.0,,0.0050,,19.9,1.3,,,,
,39,1.0610,,,178.4,,0.0060,,19.9,1.4,,,,
,40,1.0685,,,180.0,,0.0075,,19.9,1.6,,,,
,41,1.0740,,,181.7,,0.0055,,19.9,1.7,,,,
,42,1.0775,,,183.0,,0.0035,,19.9,1.3,,,,
,43,1.0800,,,183.9,,0.0025,,19.9,0.9,,,,
,44,1.0825,,,184.6,,0.0025,,19.9,0.7,,,,
,45,1.0855,,,185.2,,0.0030,,19.9,0.6,,,,
,46,1.0890,,,185.9,,0.0035,,19.9,0.7,,,,
,47,1.0930,,,186.7,,0.0040,,19.9,0.8,,,,
,48,1.0955,,,187.5,,0.0025,,19.9,0.8,,,,
,49,1.0980,,,188.0,,0.0025,,19.9,0.5,,,,
,50,1.1005,,,188.5,,0.0025,,19.9,0.5,,,,
,51,1.1025,,,189.0,,0.0020,,19.9,0.5,,,,
,52,1.1050,,,189.5,,0.0025,,19.9,0.5,,,,
,53,1.1075,,,189.9,,0.0025,,19.9,0.4,,,,
,54,1.1080,,,190.3,,0.0005,,19.9,0.4,,,,
,55,1.1090,,,190.5,,0.0010,,19.9,0.2,,,,
,56,1.1115,,,190.8,,0.0025,,19.9,0.3,,,,
,57,1.1125,,,191.2,,0.0010,,19.9,0.4,,,,
,58,1.1125,,,191.5,,0.0000,,19.9,0.3,,,,
,59,1.1140,,,191.6,,0.0015,,19.9,0.1,,,,
,60,1.1170,,,191.7,,0.0030,,19.9,0.1,,,,
,61,1.1170,,,192.2,,0.0000,,19.9,0.5,,,,
,62,1.1170,,,192.2,,0.0000,,19.9,0.0,,,,
,63,1.1170,,,192.3,,0.0000,,19.9,0.1,,,,
,64,1.1170,,,192.3,,0.0000,,19.9,0.0,,,,
,,1.1170,,,192.0,,,,,,,,,EP
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 11/19",,,,,,,,
