Titration Data Only,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-24.8,,,,18.9,,,,,,
,2,,,-24.8,,,,18.9,,,0.0,,,
,3,,,-24.8,,,,18.9,,,0.0,,,
,4,,,-24.8,,,,18.9,,,0.0,,,
,5,,,-24.8,,,,18.9,,,0.0,,,
,6,,,-24.8,,,,18.9,,,0.0,,,
,7,,,-24.8,,,,18.9,,,0.0,,,
,8,,,-24.9,,,,18.9,,,-0.1,,,
,9,,,-24.9,,,,18.9,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 1/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,10,0.2045,,,-27.3,,0.0510,,19.8,12.3,,,,
,11,0.2670,,,-12.8,,0.0625,,19.8,14.5,,,,
,12,0.3410,,,-0.6,,0.0740,,19.8,12.2,,,,
,13,0.4175,,,13.2,,0.0765,,19.8,13.8,,,,
,14,0.5160,,,26.2,,0.0985,,19.8,13.0,,,,
,15,0.6275,,,45.0,,0.1115,,19.8,18.8,,,,
,16,0.7515,,,66.2,,0.1240,,19.8,21.2,,,,
,17,0.8885,,,85.5,,0.1370,,19.8,19.3,,,,
,18,0.9765,,,110.4,,0.0880,,19.8,24.9,,,,
,19,0.9770,,,116.5,,0.0005,,19.8,6.1,,,,
,20,0.9795,,,116.0,,0.0025,,19.8,-0.5,,,,
,21,0.9840,,,117.3,,0.0045,,19.8,1.3,,,,
,22,0.9905,,,120.0,,0.0065,,19.8,2.7,,,,
,23,0.9995,,,124.3,,0.0090,,19.8,4.3,,,,
,24,1.0110,,,129.4,,0.0115,,19.8,5.1,,,,
,25,1.0230,,,134.4,,0.0120,,19.8,5.0,,,,
,26,1.0375,,,140.8,,0.0145,,19.8,6.4,,,,
,27,1.0520,,,147.7,,0.0145,,19.8,6.9,,,,
,28,1.0615,,,153.9,,0.0095,,19.8,6.2,,,,
,29,1.0660,,,157.6,,0.0045,,19.8,3.7,,,,
,30,1.0705,,,159.9,,0.0045,,19.8,2.3,,,,
,31,1.0755,,,161.6,,0.0050,,19.8,1.7,,,,
,32,1.0830,,,164.2,,0.0075,,19.8,2.6,,,,
,33,1.0915,,,167.0,,0.0085,,19.8,2.8,,,,
,34,1.1005,,,170.6,,0.0090,,19.8,3.6,,,,
,35,1.1060,,,173.2,,0.0055,,19.8,2.6,,,,
,36,1.1100,,,174.9,,0.0040,,19.8,1.7,,,,
,37,1.1135,,,176.2,,0.0035,,19.8,1.3,,,,
,38,1.1180,,,177.5,,0.0045,,19.8,1.3,,,,
,39,1.1240,,,178.9,,0.0060,,19.8,1.4,,,,
,40,1.1305,,,180.4,,0.0065,,19.8,1.5,,,,
,41,1.1360,,,182.0,,0.0055,,19.8,1.6,,,,
,42,1.1395,,,183.2,,0.0035,,19.8,1.2,,,,
,43,1.1420,,,184.0,,0.0025,,19.8,0.8,,,,
,44,1.1450,,,184.7,,0.0030,,19.8,0.7,,,,
,45,1.1485,,,185.3,,0.0035,,19.8,0.6,,,,
,46,1.1525,,,186.0,,0.0040,,19.8,0.7,,,,
,47,1.1570,,,186.9,,0.0045,,19.8,0.9,,,,
,48,1.1595,,,187.5,,0.0025,,19.8,0.6,,,,
,49,1.1615,,,188.0,,0.0020,,19.8,0.5,,,,
,50,1.1640,,,188.5,,0.0025,,19.8,0.5,,,,
,51,1.1660,,,188.9,,0.0020,,19.8,0.4,,,,
,52,1.1690,,,189.3,,0.0030,,19.8,0.4,,,,
,53,1.1710,,,189.8,,0.0020,,19.8,0.5,,,,
,54,1.1735,,,190.2,,0.0025,,19.8,0.4,,,,
,55,1.1740,,,190.6,,0.0005,,19.8,0.4,,,,
,56,1.1760,,,190.7,,0.0020,,19.8,0.1,,,,
,57,1.1770,,,191.0,,0.0010,,19.8,0.3,,,,
,58,1.1780,,,191.3,,0.0010,,19.8,0.3,,,,
,59,1.1795,,,191.4,,0.0015,,19.8,0.1,,,,
,60,1.1815,,,191.6,,0.0020,,19.8,0.2,,,,
,61,1.1825,,,192.0,,0.0010,,19.8,0.4,,,,
,,1.1825,,,192.0,,,,,,,,,EP
,62,1.1830,,,192.2,,0.0005,,19.8,0.2,,,,
,63,1.1830,,,192.2,,0.0000,,19.8,0.0,,,,
,64,1.1830,,,192.2,,0.0000,,19.8,0.0,,,,
,65,1.1830,,,192.3,,0.0000,,19.8,0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 17/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 17/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.7,,,,20.0,,,,,
,3,0.0200,,,195.3,,0.0200,,20.0,2.6,,,,
,6,0.0400,,,198.0,,0.0200,,20.0,2.7,,,,
,9,0.0600,,,200.6,,0.0200,,20.0,2.6,,,,
,12,0.0800,,,202.9,,0.0200,,20.0,2.3,,,,
,15,0.1000,,,205.1,,0.0200,,20.0,2.2,,,103.00,
,18,0.1200,,,207.0,,0.0200,,20.1,1.9,,,93.33,
,21,0.1400,,,208.8,,0.0200,,20.1,1.8,,,86.06,
,24,0.1600,,,210.4,,0.0200,,20.1,1.6,,,80.33,
,27,0.1800,,,212.0,,0.0200,,20.1,1.6,,,75.62,
,30,0.2000,,,213.5,,0.0200,,20.1,1.5,,,71.91,
,33,0.2200,,,214.9,,0.0200,,20.1,1.4,,,68.42,
,36,0.2400,,,216.2,,0.0200,,20.1,1.3,,,65.21,
,39,0.2600,,,217.5,,0.0200,,20.1,1.3,,,62.20,
,42,0.2800,,,218.7,,0.0200,,20.1,1.2,,,60.00,
,45,0.3000,,,219.9,,0.0200,,20.1,1.2,,,57.51,
,48,0.3200,,,221.0,,0.0200,,20.1,1.1,,,54.49,
,51,0.3400,,,222.1,,0.0200,,20.1,1.1,,,51.21,
,54,0.3600,,,223.1,,0.0200,,20.1,1.0,,,48.42,
,57,0.3800,,,224.0,,0.0200,,20.1,0.9,,,46.72,
,60,0.4000,,,224.9,,0.0200,,20.1,0.9,,,45.22,
,64,0.4200,,,225.8,,0.0200,,20.1,0.9,,,43.69,
,66,0.4400,,,226.7,,0.0200,,20.1,0.9,,,42.50,
,70,0.4600,,,227.6,,0.0200,,20.1,0.9,,,41.50,
,72,0.4800,,,228.3,,0.0200,,20.1,0.7,,,40.51,
,76,0.5000,,,229.1,,0.0200,,20.1,0.8,,,39.01,
,78,0.5200,,,229.9,,0.0200,,20.1,0.8,,,37.47,
,82,0.5400,,,230.7,,0.0200,,20.1,0.8,,,36.51,
,84,0.5600,,,231.4,,0.0200,,20.1,0.7,,,35.22,
,88,0.5800,,,232.0,,0.0200,,20.1,0.6,,,33.71,
,91,0.6000,,,232.7,,0.0200,,20.1,0.7,,,33.00,
,94,0.6200,,,233.4,,0.0200,,20.1,0.7,,,32.70,
,97,0.6400,,,234.0,,0.0200,,20.1,0.6,,,32.51,
,100,0.6600,,,234.7,,0.0200,,20.1,0.7,,,32.08,
,103,0.6800,,,235.3,,0.0200,,20.1,0.6,,,31.00,
,106,0.7000,,,235.9,,0.0200,,20.1,0.6,,,30.01,
,109,0.7200,,,236.5,,0.0200,,20.1,0.6,,,28.49,
,112,0.7400,,,237.1,,0.0200,,20.1,0.6,,,27.20,
,115,0.7600,,,237.6,,0.0200,,20.1,0.5,,,26.72,
,118,0.7800,,,238.1,,0.0200,,20.1,0.5,,,26.21,
,121,0.8000,,,238.6,,0.0200,,20.1,0.5,,,25.99,
,124,0.8200,,,239.2,,0.0200,,20.1,0.6,,,26.00,
,127,0.8400,,,239.7,,0.0200,,20.1,0.5,,,26.29,
,130,0.8600,,,240.2,,0.0200,,20.1,0.5,,,25.52,
,133,0.8800,,,240.7,,0.0200,,20.1,0.5,,,24.77,
,136,0.9000,,,241.2,,0.0200,,20.1,0.5,,,23.72,
,139,0.9200,,,241.7,,0.0200,,20.1,0.5,,,23.49,
,142,0.9400,,,242.1,,0.0200,,20.1,0.4,,,23.01,
,145,0.9600,,,242.6,,0.0200,,20.1,0.5,,,,
,148,0.9800,,,243.0,,0.0200,,20.1,0.4,,,,
,151,1.0000,,,243.5,,0.0200,,20.1,0.5,,,,
,154,1.0200,,,243.9,,0.0200,,20.1,0.4,,,,
,157,1.0400,,,244.3,,0.0200,,20.1,0.4,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 18/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 18/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-64.7,,,,19.7,,,,,,
,2,,,-64.7,,,,19.7,,,0.0,,,
,3,,,-64.7,,,,19.7,,,0.0,,,
,4,,,-64.7,,,,19.7,,,0.0,,,
,5,,,-64.7,,,,19.7,,,0.0,,,
,6,,,-64.7,,,,19.7,,,0.0,,,
,7,,,-64.7,,,,19.7,,,0.0,,,
,8,,,-64.7,,,,19.7,,,0.0,,,
,9,,,-64.7,,,,19.7,,,0.0,,,
,10,,,-64.7,,,,19.7,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 18/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 18/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-64.8,,,,19.7,,,,,
,1,0.0010,,,-64.8,,0.0010,,19.7,0.0,,,,
,2,0.0050,,,-64.7,,0.0040,,19.7,0.1,,,,
,3,0.0110,,,-64.4,,0.0060,,19.7,0.3,,,,
,4,0.0200,,,-63.6,,0.0090,,19.7,0.8,,,,
,5,0.0340,,,-62.0,,0.0140,,19.7,1.6,,,,
,6,0.0555,,,-59.1,,0.0215,,19.7,2.9,,,,
,7,0.0800,,,-55.3,,0.0245,,19.7,3.8,,,,
,8,0.1145,,,-48.7,,0.0345,,19.7,6.6,,,,
,9,0.1570,,,-38.8,,0.0425,,19.7,9.9,,,,
,10,0.2085,,,-25.8,,0.0515,,19.7,13.0,,,,
,11,0.2705,,,-11.7,,0.0620,,19.7,14.1,,,,
,12,0.3450,,,-0.2,,0.0745,,19.7,11.5,,,,
,13,0.4215,,,14.7,,0.0765,,19.7,14.9,,,,
,14,0.5200,,,29.6,,0.0985,,19.7,14.9,,,,
,15,0.6315,,,45.0,,0.1115,,19.7,15.4,,,,
,16,0.7550,,,64.6,,0.1235,,19.7,19.6,,,,
,17,0.8915,,,87.7,,0.1365,,19.7,23.1,,,,
,18,0.9620,,,115.2,,0.0705,,19.7,27.5,,,,
,19,0.9625,,,116.9,,0.0005,,19.7,1.7,,,,
,20,0.9660,,,116.1,,0.0035,,19.7,-0.8,,,,
,21,0.9710,,,117.8,,0.0050,,19.7,1.7,,,,
,22,0.9790,,,120.6,,0.0080,,19.7,2.8,,,,
,23,0.9895,,,124.9,,0.0105,,19.7,4.3,,,,
,24,1.0030,,,130.5,,0.0135,,19.7,5.6,,,,
,25,1.0160,,,137.0,,0.0130,,19.7,6.5,,,,
,26,1.0315,,,143.9,,0.0155,,19.7,6.9,,,,
,27,1.0420,,,150.7,,0.0105,,19.7,6.8,,,,
,28,1.0475,,,154.6,,0.0055,,19.7,3.9,,,,
,29,1.0530,,,157.3,,0.0055,,19.7,2.7,,,,
,30,1.0600,,,160.0,,0.0070,,19.7,2.7,,,,
,31,1.0670,,,162.9,,0.0070,,19.7,2.9,,,,
,32,1.0760,,,166.1,,0.0090,,19.7,3.2,,,,
,33,1.0840,,,169.3,,0.0080,,19.7,3.2,,,,
,34,1.0905,,,172.0,,0.0065,,19.7,2.7,,,,
,35,1.0960,,,174.1,,0.0055,,19.7,2.1,,,,
,36,1.1015,,,175.7,,0.0055,,19.7,1.6,,,,
,37,1.1065,,,177.4,,0.0050,,19.7,1.7,,,,
,38,1.1125,,,178.9,,0.0060,,19.7,1.5,,,,
,39,1.1185,,,180.6,,0.0060,,19.7,1.7,,,,
,40,1.1230,,,182.1,,0.0045,,19.7,1.5,,,,
,41,1.1260,,,183.2,,0.0030,,19.7,1.1,,,,
,42,1.1290,,,183.9,,0.0030,,19.7,0.7,,,,
,43,1.1320,,,184.6,,0.0030,,19.7,0.7,,,,
,44,1.1360,,,185.3,,0.0040,,19.7,0.7,,,,
,45,1.1410,,,186.2,,0.0050,,19.7,0.9,,,,
,46,1.1440,,,187.1,,0.0030,,19.7,0.9,,,,
,47,1.1465,,,187.8,,0.0025,,19.7,0.7,,,,
,48,1.1490,,,188.2,,0.0025,,19.7,0.4,,,,
,49,1.1510,,,188.6,,0.0020,,19.7,0.4,,,,
,50,1.1535,,,189.1,,0.0025,,19.8,0.5,,,,
,51,1.1560,,,189.6,,0.0025,,19.8,0.5,,,,
,52,1.1585,,,190.1,,0.0025,,19.8,0.5,,,,
,53,1.1600,,,190.5,,0.0015,,19.8,0.4,,,,
,54,1.1610,,,190.7,,0.0010,,19.8,0.2,,,,
,55,1.1625,,,190.9,,0.0015,,19.7,0.2,,,,
,56,1.1635,,,191.1,,0.0010,,19.8,0.2,,,,
,57,1.1645,,,191.3,,0.0010,,19.8,0.2,,,,
,58,1.1660,,,191.6,,0.0015,,19.8,0.3,,,,
,59,1.1665,,,191.7,,0.0005,,19.8,0.1,,,,
,60,1.1690,,,192.0,,0.0025,,19.8,0.3,,,,
,,1.1690,,,192.0,,,,,,,,,EP
,61,1.1700,,,192.2,,0.0010,,19.8,0.2,,,,
,62,1.1700,,,192.4,,0.0000,,19.8,0.2,,,,
,63,1.1700,,,192.5,,0.0000,,19.8,0.1,,,,
,63,1.1700,,,192.4,,0.0000,,19.8,-0.1,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 18/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 18/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,193.0,,,,20.0,,,,,
,3,0.0200,,,195.5,,0.0200,,20.0,2.5,,,,
,6,0.0400,,,198.3,,0.0200,,20.0,2.8,,,,
,9,0.0600,,,200.8,,0.0200,,20.0,2.5,,,,
,12,0.0800,,,203.1,,0.0200,,20.0,2.3,,,,
,15,0.1000,,,205.4,,0.0200,,20.0,2.3,,,104.06,
,18,0.1200,,,207.3,,0.0200,,20.0,1.9,,,94.05,
,21,0.1400,,,209.1,,0.0200,,20.0,1.8,,,86.86,
,24,0.1600,,,210.7,,0.0200,,20.0,1.6,,,80.61,
,27,0.1800,,,212.3,,0.0200,,20.0,1.6,,,75.04,
,30,0.2000,,,213.8,,0.0200,,20.0,1.5,,,71.39,
,33,0.2200,,,215.2,,0.0200,,20.0,1.4,,,67.93,
,36,0.2400,,,216.5,,0.0200,,20.0,1.3,,,65.22,
,39,0.2600,,,217.7,,0.0200,,20.0,1.2,,,62.21,
,42,0.2800,,,219.0,,0.0200,,20.0,1.3,,,59.49,
,45,0.3000,,,220.2,,0.0200,,20.0,1.2,,,56.99,
,48,0.3200,,,221.3,,0.0200,,20.0,1.1,,,54.23,
,51,0.3400,,,222.3,,0.0200,,20.0,1.0,,,51.21,
,54,0.3600,,,223.3,,0.0200,,20.0,1.0,,,48.70,
,57,0.3800,,,224.3,,0.0200,,20.0,1.0,,,47.21,
,60,0.4000,,,225.2,,0.0200,,20.0,0.9,,,45.71,
,64,0.4200,,,226.1,,0.0200,,20.0,0.9,,,44.00,
,66,0.4400,,,227.0,,0.0200,,20.0,0.9,,,42.49,
,70,0.4600,,,227.8,,0.0200,,20.0,0.8,,,41.22,
,72,0.4800,,,228.6,,0.0200,,20.0,0.8,,,40.00,
,76,0.5000,,,229.4,,0.0200,,20.0,0.8,,,38.49,
,78,0.5200,,,230.2,,0.0200,,20.0,0.8,,,37.50,
,82,0.5400,,,230.9,,0.0200,,20.0,0.7,,,36.22,
,84,0.5600,,,231.6,,0.0200,,20.0,0.7,,,34.99,
,88,0.5800,,,232.3,,0.0200,,20.0,0.7,,,34.00,
,91,0.6000,,,233.0,,0.0200,,20.0,0.7,,,32.92,
,94,0.6200,,,233.6,,0.0200,,20.0,0.6,,,32.49,
,97,0.6400,,,234.3,,0.0200,,20.0,0.7,,,32.01,
,100,0.6600,,,234.9,,0.0200,,20.0,0.6,,,31.99,
,103,0.6800,,,235.5,,0.0200,,20.0,0.6,,,31.80,
,106,0.7000,,,236.2,,0.0200,,20.0,0.7,,,31.07,
,109,0.7200,,,236.8,,0.0200,,20.0,0.6,,,29.20,
,112,0.7400,,,237.4,,0.0200,,20.0,0.6,,,28.01,
,115,0.7600,,,237.9,,0.0200,,20.0,0.5,,,26.72,
,118,0.7800,,,238.4,,0.0200,,20.0,0.5,,,25.92,
,121,0.8000,,,238.9,,0.0200,,20.0,0.5,,,25.99,
,124,0.8200,,,239.5,,0.0200,,20.0,0.6,,,26.00,
,127,0.8400,,,240.0,,0.0200,,20.0,0.5,,,26.29,
,130,0.8600,,,240.5,,0.0200,,20.0,0.5,,,25.52,
,133,0.8800,,,241.0,,0.0200,,20.0,0.5,,,24.77,
,136,0.9000,,,241.5,,0.0200,,20.0,0.5,,,24.01,
,139,0.9200,,,242.0,,0.0200,,20.0,0.5,,,23.21,
,142,0.9400,,,242.4,,0.0200,,20.0,0.4,,,,
,145,0.9600,,,242.9,,0.0200,,20.0,0.5,,,,
,148,0.9800,,,243.3,,0.0200,,20.0,0.4,,,,
,151,1.0000,,,243.7,,0.0200,,20.0,0.4,,,,
,154,1.0200,,,244.2,,0.0200,,20.0,0.5,,,,
Measure (normal) [1],,,,,,"Scope 1/1, Sample 19/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 19/19",,,,,,,,,,,
,Time,,,Meas. value,,,,Temp.,,,dE,,,
,[s],,,[mV],,,,[°C],,,[mV],,,
,1,,,-64.7,,,,19.7,,,,,,
,2,,,-64.7,,,,19.7,,,0.0,,,
,3,,,-64.7,,,,19.7,,,0.0,,,
,4,,,-64.7,,,,19.7,,,0.0,,,
,5,,,-64.7,,,,19.7,,,0.0,,,
,6,,,-64.7,,,,19.7,,,0.0,,,
,7,,,-64.8,,,,19.7,,,-0.1,,,
,8,,,-64.8,,,,19.7,,,0.0,,,
,9,,,-64.8,,,,19.7,,,0.0,,,
,10,,,-64.8,,,,19.7,,,0.0,,,
Titration (EP) [1],,,,,,"Scope 1/1, Sample 19/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 19/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,,EP
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,,
,0,0.0000,,,-64.8,,,,19.7,,,,,
,1,0.0010,,,-64.8,,0.0010,,19.7,0.0,,,,
,2,0.0050,,,-64.8,,0.0040,,19.7,0.0,,,,
,3,0.0110,,,-64.4,,0.0060,,19.7,0.4,,,,
,4,0.0200,,,-63.6,,0.0090,,19.7,0.8,,,,
,5,0.0345,,,-61.8,,0.0145,,19.7,1.8,,,,
,6,0.0555,,,-59.0,,0.0210,,19.7,2.8,,,,
,7,0.0805,,,-55.0,,0.0250,,19.7,4.0,,,,
,8,0.1145,,,-48.4,,0.0340,,19.7,6.6,,,,
,9,0.1570,,,-39.2,,0.0425,,19.7,9.2,,,,
,10,0.2095,,,-26.7,,0.0525,,19.7,12.5,,,,
,11,0.2730,,,-12.5,,0.0635,,19.7,14.2,,,,
,12,0.3485,,,-0.1,,0.0755,,19.7,12.4,,,,
,13,0.4270,,,14.7,,0.0785,,19.7,14.8,,,,
,14,0.5260,,,31.4,,0.0990,,19.7,16.7,,,,
,15,0.6390,,,47.0,,0.1130,,19.7,15.6,,,,
,16,0.7655,,,67.4,,0.1265,,19.7,20.4,,,,
,17,0.9040,,,91.5,,0.1385,,19.7,24.1,,,,
,18,0.9615,,,116.4,,0.0575,,19.7,24.9,,,,
,19,0.9625,,,120.5,,0.0010,,19.7,4.1,,,,
,20,0.9655,,,120.8,,0.0030,,19.7,0.3,,,,
,21,0.9700,,,122.5,,0.0045,,19.7,1.7,,,,
,22,0.9765,,,125.1,,0.0065,,19.7,2.6,,,,
,23,0.9860,,,128.9,,0.0095,,19.7,3.8,,,,
,24,0.9985,,,134.2,,0.0125,,19.7,5.3,,,,
,25,1.0105,,,140.0,,0.0120,,19.7,5.8,,,,
,26,1.0235,,,146.5,,0.0130,,19.7,6.5,,,,
,27,1.0325,,,152.8,,0.0090,,19.7,6.3,,,,
,28,1.0380,,,156.4,,0.0055,,19.7,3.6,,,,
,29,1.0435,,,159.1,,0.0055,,19.7,2.7,,,,
,30,1.0505,,,161.6,,0.0070,,19.7,2.5,,,,
,31,1.0575,,,164.1,,0.0070,,19.7,2.5,,,,
,32,1.0665,,,167.5,,0.0090,,19.7,3.4,,,,
,33,1.0745,,,171.0,,0.0080,,19.7,3.5,,,,
,34,1.0790,,,173.2,,0.0045,,19.7,2.2,,,,
,35,1.0830,,,174.7,,0.0040,,19.7,1.5,,,,
,36,1.0875,,,175.9,,0.0045,,19.7,1.2,,,,
,37,1.0930,,,177.2,,0.0055,,19.7,1.3,,,,
,38,1.1000,,,179.0,,0.0070,,19.7,1.8,,,,
,39,1.1055,,,180.8,,0.0055,,19.7,1.8,,,,
,40,1.1090,,,182.1,,0.0035,,19.7,1.3,,,,
,41,1.1115,,,183.2,,0.0025,,19.7,1.1,,,,
,42,1.1140,,,183.7,,0.0025,,19.7,0.5,,,,
,43,1.1165,,,184.4,,0.0025,,19.7,0.7,,,,
,44,1.1205,,,185.1,,0.0040,,19.7,0.7,,,,
,45,1.1255,,,186.0,,0.0050,,19.7,0.9,,,,
,46,1.1290,,,187.0,,0.0035,,19.7,1.0,,,,
,47,1.1315,,,187.6,,0.0025,,19.7,0.6,,,,
,48,1.1340,,,188.1,,0.0025,,19.7,0.5,,,,
,49,1.1360,,,188.6,,0.0020,,19.7,0.5,,,,
,50,1.1385,,,189.1,,0.0025,,19.7,0.5,,,,
,51,1.1410,,,189.6,,0.0025,,19.7,0.5,,,,
,52,1.1430,,,190.1,,0.0020,,19.7,0.5,,,,
,53,1.1435,,,190.4,,0.0005,,19.7,0.3,,,,
,54,1.1460,,,190.6,,0.0025,,19.7,0.2,,,,
,55,1.1475,,,191.0,,0.0015,,19.7,0.4,,,,
,56,1.1475,,,191.3,,0.0000,,19.7,0.3,,,,
,57,1.1480,,,191.4,,0.0005,,19.7,0.1,,,,
,58,1.1505,,,191.1,,0.0025,,19.7,-0.3,,,,
,59,1.1510,,,191.8,,0.0005,,19.7,0.7,,,,
,60,1.1520,,,192.0,,0.0010,,19.7,0.2,,,,
,,1.1520,,,192.0,,,,,,,,,EP
,61,1.1535,,,192.1,,0.0015,,19.7,0.1,,,,
,62,1.1535,,,192.3,,0.0000,,19.7,0.2,,,,
,63,1.1535,,,192.4,,0.0000,,19.7,0.1,,,,
,63,1.1535,,,192.4,,0.0000,,19.7,0.0,,,,
Titration (EQP) [2],,,,,,"Scope 1/1, Sample 19/19",,,,,,,,
Measured Values,,,"Scope 1/1, Sample 19/19",,,,,,,,,,,
,Time,V,,,Meas. value,,dV,,Temp.,dE,,,dE/dV,
,[s],[mL],,,[mV],,[mL],,[°C],[mV],,,[mV/mL],
,0,0.0000,,,192.8,,,,20.0,,,,,
,3,0.0200,,,195.5,,0.0200,,20.0,2.7,,,,
,6,0.0400,,,198.3,,0.0200,,20.0,2.8,,,,
,9,0.0600,,,200.8,,0.0200,,20.0,2.5,,,,
,12,0.0800,,,203.2,,0.0200,,20.0,2.4,,,,
,15,0.1000,,,205.4,,0.0200,,20.0,2.2,,,104.48,
,18,0.1200,,,207.4,,0.0200,,20.0,2.0,,,94.84,
,21,0.1400,,,209.2,,0.0200,,20.0,1.8,,,87.34,
,24,0.1600,,,210.8,,0.0200,,20.0,1.6,,,80.55,
,27,0.1800,,,212.4,,0.0200,,20.0,1.6,,,75.61,
,30,0.2000,,,213.9,,0.0200,,20.0,1.5,,,71.62,
,33,0.2200,,,215.3,,0.0200,,20.0,1.4,,,68.42,
,36,0.2400,,,216.6,,0.0200,,20.0,1.3,,,65.21,
,39,0.2600,,,217.9,,0.0200,,20.0,1.3,,,62.20,
,42,0.2800,,,219.1,,0.0200,,20.0,1.2,,,60.00,
,45,0.3000,,,220.3,,0.0200,,20.0,1.2,,,57.21,
,48,0.3200,,,221.4,,0.0200,,20.0,1.1,,,54.48,
,51,0.3400,,,222.5,,0.0200,,20.0,1.1,,,52.01,
,54,0.3600,,,223.5,,0.0200,,20.0,1.0,,,49.42,
,57,0.3800,,,224.4,,0.0200,,20.0,0.9,,,47.20,
,60,0.4000,,,225.4,,0.0200,,20.0,1.0,,,45.50,
,63,0.4200,,,226.3,,0.0200,,20.0,0.9,,,43.91,
,66,0.4400,,,227.1,,0.0200,,20.0,0.8,,,42.72,
,70,0.4600,,,228.0,,0.0200,,20.0,0.9,,,41.79,
,72,0.4800,,,228.8,,0.0200,,20.0,0.8,,,41.00,
,76,0.5000,,,229.6,,0.0200,,20.0,0.8,,,40.01,
,78,0.5200,,,230.4,,0.0200,,20.0,0.8,,,38.56,
,82,0.5400,,,231.2,,0.0200,,20.0,0.8,,,36.22,
,85,0.5600,,,231.9,,0.0200,,20.0,0.7,,,34.71,
,88,0.5800,,,232.5,,0.0200,,20.0,0.6,,,32.93,
,91,0.6000,,,233.2,,0.0200,,20.0,0.7,,,32.20,
,94,0.6200,,,233.8,,0.0200,,20.0,0.6,,,32.21,
,97,0.6400,,,234.5,,0.0200,,20.0,0.7,,,32.51,
,100,0.6600,,,235.1,,0.0200,,20.0,0.6,,,32.57,
,103,0.6800,,,235.8,,0.0200,,20.0,0.7,,,31.80,
,106,0.7000,,,236.4,,0.0200,,20.0,0.6,,,30.49,
,109,0.7200,,,237.0,,0.0200,,20.0,0.6,,,29.00,
,112,0.7400,,,237.6,,0.0200,,20.0,0.6,,,28.01,
,115,0.7600,,,238.1,,0.0200,,20.0,0.5,,,26.92,
,118,0.7800,,,238.6,,0.0200,,20.0,0.5,,,26.50,
,121,0.8000,,,239.2,,0.0200,,20.0,0.6,,,25.99,
,124,0.8200,,,239.7,,0.0200,,20.0,0.5,,,25.71,
,127,0.8400,,,240.2,,0.0200,,20.0,0.5,,,25.51,
,130,0.8600,,,240.7,,0.0200,,20.0,0.5,,,25.29,
,133,0.8800,,,241.2,,0.0200,,20.0,0.5,,,24.71,
,136,0.9000,,,241.7,,0.0200,,20.0,0.5,,,24.78,
,139,0.9200,,,242.2,,0.0200,,20.0,0.5,,,,
,142,0.9400,,,242.7,,0.0200,,20.0,0.5,,,,
,145,0.9600,,,243.1,,0.0200,,20.0,0.4,,,,
,148,0.9800,,,243.6,,0.0200,,20.0,0.5,,,,
,151,1.0000,,,244.0,,0.0200,,20.0,0.4,,,,
2/20/2020 5:10:13 PM,,,SystemInternal,,,,,,,,,1/1,,
