====================================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Press   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt    psir  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
------------------------------------------------------------------------------------------------------------------------------------
2019/12/22 07:43:14 12.35  45523  34524 28.9650 29.59  29.44   2.248   1.549  7.86   -67.9   1.8   0.4     9.4   92.2   8.19    12.5
2019/12/22 07:49:14 12.31  45172  34223 29.2204 29.36  29.18   2.213   1.526  7.85   -67.8   2.3   0.5     9.1   92.0   8.20    12.5
2019/12/22 07:55:14 12.32  45214  34263 29.1863 29.39  29.22   2.168   1.495  7.85   -67.8   1.4   0.3    12.3   92.0   8.19    12.5
2019/12/22 08:01:14 12.31  45092  34162 29.2722 29.31  29.13   2.140   1.475  7.85   -67.7   1.6   0.4    14.2   91.9   8.20    12.4
2019/12/22 08:07:14 12.29  44719  33860 29.5331 29.07  28.86   2.113   1.457  7.85   -67.6   1.6   0.4    13.6   92.0   8.22    12.4
2019/12/22 08:13:14 12.27  44525  33700 29.6734 28.94  28.72   2.075   1.431  7.85   -67.6   2.5   0.6    14.0   91.8   8.22    12.5
2019/12/22 08:19:14 12.23  44200  33423 29.9196 28.73  28.49   2.034   1.403  7.85   -67.6   2.3   0.5    16.2   91.9   8.24    12.4
2019/12/22 08:25:14 12.13  43262  32627 30.6495 28.12  27.82   1.992   1.374  7.84   -67.2   2.4   0.5    15.1   91.7   8.27    12.5
2019/12/22 08:31:14 12.03  42153  31712 31.5334 27.40  27.02   1.960   1.353  7.84   -67.1   2.0   0.5    16.2   91.7   8.34    12.3
2019/12/22 08:37:14 12.08  42375  31916 31.3322 27.54  27.18   1.919   1.325  7.84   -67.1   1.7   0.4    15.1   91.8   8.33    12.5
2019/12/22 08:43:14 12.06  42020  31636 31.6098 27.31  26.93   1.908   1.318  7.84   -66.7   1.5   0.3    14.4   91.9   8.35    12.5
2019/12/22 08:49:14 11.91  40646  30487 32.8005 26.42  25.95   1.896   1.310  7.84   -66.8   1.5   0.3    13.4   91.8   8.42    12.5
2019/12/22 08:55:14 11.78  39239  29332 34.0930 25.51  24.96   1.879   1.299  7.83   -66.5   1.7   0.4    11.2   91.8   8.50    12.5
2019/12/22 09:01:14 11.80  39460  29512 33.8848 25.65  25.12   1.853   1.281  7.83   -66.5   2.5   0.6    11.5   92.0   8.50    12.5
2019/12/22 09:07:14 11.79  39318  29397 34.0171 25.56  25.02   1.848   1.278  7.83   -66.4   2.3   0.5    10.8   91.9   8.50    12.5
2019/12/22 09:13:14 11.73  38446  28701 34.8418 24.99  24.40   1.830   1.265  7.82   -66.0   1.2   0.3    10.3   92.0   8.55    12.4
2019/12/22 09:19:14 11.72  38191  28507 35.0793 24.82  24.23   1.822   1.260  7.82   -65.7   1.0   0.2    14.2   91.9   8.56    12.5
2019/12/22 09:25:13 11.75  37871  28287 35.3524 24.62  24.00   1.809   1.251  7.81   -65.4   0.7   0.2    12.5   91.8   8.55    12.4
2019/12/22 09:31:14 11.77  38075  28451 35.1479 24.75  24.15   1.803   1.247  7.81   -65.4   1.1   0.3    10.8   91.7   8.53    12.5
2019/12/22 09:37:14 11.79  38342  28670 34.8792 24.92  24.33   1.810   1.252  7.81   -65.2   1.4   0.3    10.6   91.7   8.52    12.5
2019/12/22 09:43:14 11.80  38468  28768 34.7614 25.00  24.42   1.825   1.263  7.81   -65.2   2.3   0.5    11.5   91.7   8.51    12.5
2019/12/22 09:49:13 11.81  38510  28811 34.7089 25.03  24.45   1.833   1.268  7.81   -65.2   1.6   0.4    12.9   91.7   8.51    12.5
2019/12/22 09:55:14 11.82  38858  29078 34.3907 25.26  24.70   1.821   1.259  7.81   -65.1   2.2   0.5    15.7   91.8   8.51    12.5
2019/12/22 10:01:14 11.81  38681  28934 34.5613 25.14  24.57   1.836   1.270  7.81   -65.3   1.9   0.4    15.1   91.8   8.51    12.5
2019/12/22 10:07:13 11.81  38665  28924 34.5736 25.13  24.56   1.847   1.278  7.81   -65.2   1.8   0.4    14.9   91.6   8.50    12.4
2019/12/22 10:13:14 11.85  39118  29292 34.1385 25.43  24.88   1.849   1.279  7.81   -65.5   1.6   0.4    11.0   91.9   8.50    12.5
2019/12/22 10:19:14 11.85  39155  29320 34.1060 25.45  24.90   1.860   1.286  7.81   -65.4   1.6   0.4    11.1   91.9   8.50    12.5
2019/12/22 10:25:14 11.84  39099  29270 34.1646 25.41  24.87   1.873   1.295  7.81   -65.5   0.8   0.2    10.6   91.9   8.50    12.5
2019/12/22 10:31:14 11.84  39113  29281 34.1515 25.42  24.88   1.898   1.312  7.81   -65.4   0.8   0.2    11.4   91.9   8.50    12.5
2019/12/22 10:37:14 11.82  38978  29169 34.2830 25.34  24.78   1.909   1.320  7.81   -65.3   1.8   0.4    13.1   91.7   8.49    12.3
2019/12/22 10:43:14 11.82  38928  29126 34.3336 25.30  24.74   1.944   1.345  7.81   -65.2   0.5   0.1    12.1   91.7   8.49    12.4
2019/12/22 10:49:13 11.80  38843  29053 34.4202 25.25  24.68   1.959   1.355  7.81   -65.2   1.8   0.4    11.1   91.7   8.50    12.3
2019/12/22 10:55:14 11.79  38756  28976 34.5118 25.19  24.62   1.978   1.368  7.81   -65.2   1.2   0.3    11.4   91.6   8.50    12.4
2019/12/22 11:01:14 11.79  38812  29020 34.4595 25.23  24.66   1.988   1.375  7.81   -65.2   1.8   0.4    10.9   91.7   8.50    12.5
2019/12/22 11:07:14 11.79  38826  29031 34.4456 25.24  24.67   2.016   1.394  7.81   -65.2   1.6   0.4    11.5   91.7   8.50    12.5
2019/12/22 11:13:13 11.80  38817  29028 34.4497 25.23  24.67   2.061   1.425  7.81   -65.2   1.4   0.3    10.1   91.8   8.51    12.5
2019/12/22 11:19:14 11.80  38806  29019 34.4607 25.22  24.66   2.065   1.428  7.81   -65.2   0.9   0.2     9.7   91.8   8.51    12.5
2019/12/22 11:25:14 11.80  38815  29028 34.4491 25.23  24.67   2.113   1.461  7.81   -65.2   0.9   0.2     9.8   91.8   8.51    12.4
2019/12/22 11:31:14 11.79  38816  29025 34.4532 25.23  24.67   2.152   1.488  7.81   -65.1   1.1   0.2     9.3   91.8   8.52    12.5
2019/12/22 11:37:14 11.79  38796  29009 34.4723 25.22  24.65   2.183   1.509  7.81   -65.1   2.2   0.5     9.2   91.8   8.51    12.5
2019/12/22 11:43:14 11.79  38805  29013 34.4677 25.22  24.66   2.224   1.538  7.81   -65.1   1.2   0.3     9.6   91.7   8.50    12.5
2019/12/22 11:49:14 11.76  38665  28891 34.6127 25.13  24.56   2.271   1.570  7.81   -65.1   1.6   0.4     8.5   91.8   8.52    12.5
2019/12/22 11:55:14 11.75  38560  28803 34.7183 25.06  24.49   2.321   1.605  7.81   -65.1   1.2   0.3     8.1   91.9   8.54    12.4
2019/12/22 12:01:14 11.75  38539  28785 34.7401 25.05  24.47   2.370   1.639  7.81   -65.1   1.1   0.2     8.3   91.9   8.54    12.5
2019/12/22 12:07:14 11.74  38524  28770 34.7584 25.04  24.46   2.409   1.666  7.81   -65.1   1.1   0.2     7.6   91.9   8.54    12.5
2019/12/22 12:13:14 11.74  38487  28738 34.7968 25.02  24.43   2.468   1.707  7.81   -65.4   0.9   0.2     7.2   92.0   8.55    12.5
2019/12/22 12:19:14 11.75  38520  28768 34.7608 25.04  24.46   2.518   1.742  7.82   -65.6   1.7   0.4     7.2   92.0   8.54    12.5
2019/12/22 12:25:14 11.77  38927  29094 34.3716 25.30  24.74   2.555   1.767  7.82   -65.9   1.3   0.3     7.8   91.8   8.51    12.4
2019/12/22 12:31:14 11.77  38935  29098 34.3670 25.31  24.75   2.613   1.807  7.82   -66.0   0.3   0.1     6.9   91.9   8.52    12.5
2019/12/22 12:37:14 11.81  39258  29368 34.0505 25.52  24.98   2.668   1.845  7.82   -65.9   1.4   0.3     7.0   92.0   8.51    12.5
2019/12/22 12:43:14 11.87  39744  29778 33.5815 25.83  25.32   2.740   1.894  7.83   -66.3   2.0   0.5     7.2   92.0   8.48    12.3
2019/12/22 12:49:13 11.91  40103  30081 33.2441 26.07  25.57   2.780   1.921  7.83   -66.5   1.3   0.3     6.9   91.9   8.45    12.4
2019/12/22 12:55:13 11.96  40395  30333 32.9679 26.26  25.78   2.825   1.952  7.83   -66.6   1.4   0.3     6.9   92.0   8.44    12.5
2019/12/22 13:01:14 11.99  40642  30541 32.7434 26.42  25.95   2.864   1.979  7.83   -66.7   1.3   0.3     6.8   92.0   8.42    12.4
2019/12/22 13:07:14 12.00  40754  30634 32.6437 26.49  26.03   2.906   2.007  7.83   -66.5   1.3   0.3     6.2   92.0   8.42    12.4
2019/12/22 13:13:14 11.99  40529  30454 32.8363 26.34  25.87   2.960   2.045  7.83   -66.6   1.3   0.3     6.1   91.9   8.42    12.4
2019/12/22 13:19:14 11.98  40472  30405 32.8896 26.31  25.83   3.004   2.075  7.83   -66.5   0.8   0.2     5.9   91.8   8.41    12.5
2019/12/22 13:25:13 12.10  42400  31951 31.2978 27.56  27.20   3.048   2.104  7.84   -67.3   0.6   0.1     6.5   92.1   8.35    12.4
2019/12/22 13:31:13 12.18  43534  32871 30.4219 28.30  28.01   3.115   2.149  7.85   -67.6   1.5   0.4     6.4   92.1   8.30    12.4
2019/12/22 13:37:14 12.30  45491  34461 29.0184 29.57  29.41   3.141   2.164  7.87   -68.4   1.3   0.3     8.6   92.7   8.25    12.5
2019/12/22 13:43:14 12.30  45477  34444 29.0323 29.56  29.40   3.188   2.197  7.86   -68.4   1.4   0.3     7.1   92.5   8.24    12.5
2019/12/22 13:49:14 12.28  45273  34271 29.1788 29.43  29.26   3.230   2.226  7.86   -68.4   1.4   0.3     7.0   92.6   8.25    12.5
2019/12/22 13:55:14 12.25  44904  33971 29.4371 29.19  28.99   3.271   2.255  7.86   -68.4   1.0   0.2     7.2   92.5   8.26    12.5
2019/12/22 14:01:14 12.26  45205  34208 29.2329 29.38  29.21   3.314   2.284  7.86   -68.4   1.3   0.3     8.0   92.7   8.26    12.5
2019/12/22 14:07:14 12.28  45418  34384 29.0835 29.52  29.36   3.354   2.312  7.87   -68.5   1.0   0.2     8.4   92.7   8.25    12.5
2019/12/22 14:13:14 12.28  45555  34491 28.9929 29.61  29.46   3.397   2.341  7.87   -68.5   2.1   0.5     8.4   92.7   8.25    12.5
2019/12/22 14:19:14 12.30  45717  34630 28.8768 29.72  29.57   3.430   2.363  7.87   -68.5   1.2   0.3     8.1   92.8   8.25    12.5
2019/12/22 14:25:14 12.31  45765  34675 28.8394 29.75  29.61   3.483   2.400  7.87   -68.6   1.0   0.2     8.0   92.9   8.26    12.5
2019/12/22 14:31:14 12.23  44839  33906 29.4931 29.15  28.94   3.514   2.422  7.87   -68.4   1.6   0.4     7.3   92.8   8.29    12.5
2019/12/22 14:37:14 12.28  45393  34364 29.1000 29.51  29.34   3.559   2.453  7.86   -68.4   1.6   0.4     8.4   92.9   8.28    12.5
2019/12/22 14:43:14 12.19  44413  33546 29.8099 28.87  28.64   3.623   2.498  7.87   -68.5   1.1   0.2     6.4   93.0   8.34    12.5
2019/12/22 14:49:13 12.15  43879  33107 30.2047 28.52  28.25   3.633   2.505  7.86   -68.2   1.2   0.3     5.6   92.9   8.36    12.4
2019/12/22 14:55:14 12.18  44256  33422 29.9205 28.77  28.52   3.700   2.551  7.86   -68.2   1.3   0.3     6.4   92.9   8.33    12.5
2019/12/22 15:01:14 12.22  44744  33826 29.5629 29.08  28.88   3.739   2.578  7.86   -68.2   1.6   0.4     6.7   92.7   8.29    12.5
2019/12/22 15:07:14 12.24  44928  33978 29.4312 29.20  29.01   3.779   2.605  7.86   -68.3   1.7   0.4     7.3   92.6   8.28    12.4
2019/12/22 15:13:13 12.30  45618  34554 28.9404 29.65  29.50   3.807   2.623  7.87   -68.6   1.4   0.3     9.2   92.7   8.24    12.4
2019/12/22 15:19:14 12.32  45779  34689 28.8272 29.76  29.62   3.836   2.643  7.87   -68.6   0.6   0.1     7.9   92.8   8.25    12.5
2019/12/22 15:25:14 12.32  45772  34683 28.8329 29.75  29.62   3.851   2.654  7.87   -68.7   0.8   0.2     8.8   92.7   8.24    12.5
2019/12/22 15:31:14 12.31  45726  34643 28.8662 29.72  29.58   3.856   2.657  7.87   -68.5   0.8   0.2     8.2   92.5   8.22    12.5
2019/12/22 15:37:14 12.31  45767  34678 28.8369 29.75  29.61   3.897   2.685  7.87   -68.5   1.2   0.3     7.2   92.7   8.24    12.5
2019/12/22 15:43:14 12.33  45964  34844 28.6996 29.88  29.75   3.917   2.699  7.87   -68.8   1.5   0.3     8.0   92.9   8.25    12.4
2019/12/22 15:49:14 12.34  46059  34923 28.6345 29.94  29.82   3.947   2.719  7.87   -69.0   1.2   0.3     8.6   93.0   8.25    12.5
2019/12/22 15:55:14 12.36  46223  35061 28.5221 30.05  29.94   3.964   2.731  7.88   -69.1   1.5   0.4     9.2   93.2   8.26    12.4
2019/12/22 16:01:14 12.38  46536  35322 28.3108 30.25  30.17   3.964   2.730  7.88   -69.3   1.5   0.3    10.7   93.4   8.26    12.5
2019/12/22 16:07:14 12.41  46806  35547 28.1319 30.42  30.36   3.969   2.733  7.89   -69.6   2.0   0.5     9.7   93.9   8.29    12.5
2019/12/22 16:13:14 12.40  46762  35510 28.1613 30.40  30.33   3.983   2.743  7.89   -69.6   1.5   0.4     8.0   93.9   8.29    12.5
2019/12/22 16:19:14 12.33  46001  34865 28.6819 29.90  29.78   4.005   2.759  7.88   -69.1   1.8   0.4     6.1   93.3   8.28    12.5
2019/12/22 16:25:14 12.34  46150  34991 28.5786 30.00  29.89   4.018   2.768  7.88   -69.2   0.2   0.1     6.0   93.2   8.26    12.5
2019/12/22 16:31:14 12.37  46367  35179 28.4263 30.14  30.04   4.020   2.769  7.88   -69.3   1.2   0.3     6.8   93.3   8.27    12.4
2019/12/22 16:37:14 12.39  46672  35433 28.2226 30.34  30.26   4.010   2.762  7.89   -69.7   1.0   0.2     9.4   93.8   8.29    12.5
2019/12/22 16:43:14 12.42  46982  35689 28.0195 30.54  30.49   4.008   2.760  7.89   -69.9   1.3   0.3    12.5   94.1   8.30    12.5
2019/12/22 16:49:13 12.42  47057  35753 27.9697 30.59  30.54   3.991   2.748  7.89   -70.0   2.3   0.5    11.2   94.2   8.30    12.4
2019/12/22 16:55:14 12.46  47506  36131 27.6772 30.88  30.87   3.999   2.753  7.90   -70.4   1.0   0.2     9.1   94.8   8.33    12.5
2019/12/22 17:01:14 12.48  47677  36276 27.5662 30.99  30.99   3.982   2.741  7.90   -70.6   1.3   0.3     8.7   94.9   8.34    12.5
2019/12/22 17:07:14 12.49  47801  36383 27.4855 31.07  31.08   3.956   2.722  7.90   -70.7   1.1   0.3     8.7   95.0   8.34    12.5
2019/12/22 17:13:14 12.49  47810  36389 27.4811 31.08  31.09   3.931   2.705  7.90   -70.7   1.4   0.3     8.1   95.0   8.33    12.5
2019/12/22 17:19:14 12.49  47765  36352 27.5091 31.05  31.06   3.907   2.689  7.90   -70.7   1.2   0.3     7.0   95.1   8.34    12.5
2019/12/22 17:25:14 12.48  47649  36254 27.5832 30.97  30.97   3.883   2.673  7.90   -70.6   1.0   0.2     7.2   95.0   8.34    12.5
2019/12/22 17:31:14 12.50  47881  36449 27.4354 31.12  31.14   3.854   2.652  7.91   -70.7   0.9   0.2     7.7   95.2   8.35    12.5
2019/12/22 17:37:14 12.49  47824  36401 27.4715 31.09  31.10   3.830   2.636  7.90   -70.7   1.2   0.3     8.9   95.1   8.34    12.5
2019/12/22 17:43:14 12.50  47861  36433 27.4479 31.11  31.13   3.782   2.603  7.91   -70.8   0.8   0.2     6.5   95.1   8.34    12.5
2019/12/22 17:49:14 12.49  47817  36396 27.4759 31.08  31.09   3.732   2.569  7.91   -70.7   1.4   0.3     7.3   95.1   8.34    12.4
2019/12/22 17:55:14 12.49  47771  36357 27.5047 31.05  31.06   3.689   2.539  7.91   -70.7   0.8   0.2     6.5   95.1   8.35    12.4
2019/12/22 18:01:13 12.49  47741  36332 27.5239 31.03  31.04   3.639   2.505  7.90   -70.7   1.8   0.4     6.7   95.1   8.35    12.5
2019/12/22 18:07:14 12.49  47819  36397 27.4744 31.08  31.10   3.591   2.471  7.90   -70.7   0.7   0.2     6.2   95.1   8.35    12.5
2019/12/22 18:13:14 12.50  47834  36409 27.4656 31.09  31.11   3.548   2.442  7.91   -70.8   1.1   0.2     7.0   95.2   8.35    12.5
2019/12/22 18:19:14 12.49  47831  36406 27.4678 31.09  31.10   3.501   2.410  7.91   -70.7   2.2   0.5     6.5   95.2   8.35    12.5
2019/12/22 18:25:14 12.50  47820  36398 27.4737 31.08  31.10   3.459   2.380  7.91   -70.7   1.4   0.3     5.5   95.2   8.35    12.5
2019/12/22 18:31:13 12.49  47800  36383 27.4855 31.07  31.08   3.401   2.340  7.91   -70.8   1.4   0.3     7.1   95.1   8.35    12.5
2019/12/22 18:37:14 12.49  47741  36334 27.5224 31.03  31.04   3.344   2.302  7.90   -70.6   2.0   0.5     8.6   94.9   8.33    12.5
2019/12/22 18:43:14 12.48  47552  36181 27.6391 30.91  30.90   3.281   2.258  7.90   -70.5   1.5   0.3    10.4   94.8   8.33    12.4
2019/12/22 18:49:14 12.48  47612  36229 27.6018 30.95  30.95   3.235   2.226  7.90   -70.4   1.3   0.3     9.2   94.7   8.32    12.5
2019/12/22 18:55:14 12.47  47448  36088 27.7101 30.84  30.83   3.153   2.170  7.90   -70.3   1.0   0.2    10.5   94.4   8.30    12.5
2019/12/22 19:01:14 12.46  47336  35996 27.7808 30.77  30.75   3.069   2.113  7.90   -70.2   2.4   0.5    14.2   94.1   8.28    12.5
2019/12/22 19:07:14 12.45  47162  35854 27.8913 30.66  30.62   3.010   2.072  7.89   -69.9   1.4   0.3    19.4   93.8   8.27    12.5
2019/12/22 19:13:14 12.44  47094  35797 27.9354 30.61  30.57   2.943   2.026  7.89   -69.9   1.5   0.4    22.9   93.7   8.26    12.5
2019/12/22 19:19:14 12.44  47142  35834 27.9065 30.64  30.61   2.870   1.976  7.89   -69.9   1.2   0.3    24.4   93.8   8.26    12.5
2019/12/22 19:25:14 12.42  46911  35643 28.0563 30.49  30.44   2.817   1.940  7.89   -69.6   1.5   0.4    27.6   93.5   8.25    12.4
2019/12/22 19:31:14 12.41  46759  35519 28.1543 30.39  30.33   2.725   1.877  7.88   -69.4   2.4   0.5    29.6   93.3   8.24    12.3
2019/12/22 19:37:14 12.40  46614  35400 28.2483 30.30  30.22   2.645   1.821  7.88   -69.4   0.8   0.2    22.5   93.2   8.24    12.5
2019/12/22 19:43:14 12.40  46565  35363 28.2779 30.27  30.19   2.573   1.772  7.88   -69.3   1.5   0.3    22.1   93.2   8.24    12.5
2019/12/22 19:49:14 12.41  46275  35144 28.4547 30.08  29.98   2.510   1.729  7.88   -69.3   1.3   0.3    22.7   93.3   8.25    12.5
2019/12/22 19:55:14 12.38  45781  34745 28.7810 29.76  29.62   2.430   1.674  7.88   -69.1   1.9   0.4    21.1   93.1   8.27    12.5
2019/12/22 20:01:14 12.38  45940  34868 28.6795 29.86  29.74   2.364   1.629  7.88   -69.2   1.4   0.3    22.2   93.2   8.27    12.5
2019/12/22 20:07:14 12.36  45376  34419 29.0538 29.49  29.33   2.288   1.577  7.87   -69.0   2.1   0.5    25.4   93.2   8.29    12.4
2019/12/22 20:13:14 12.35  45136  34227 29.2171 29.34  29.16   2.229   1.536  7.87   -68.8   1.7   0.4    22.6   93.2   8.30    12.5
2019/12/22 20:19:14 12.35  45367  34401 29.0686 29.49  29.33   2.164   1.491  7.87   -69.0   1.8   0.4    21.7   93.2   8.29    12.5
2019/12/22 20:25:13 12.30  44540  33736 29.6416 28.95  28.73   2.099   1.447  7.87   -68.7   1.4   0.3    21.7   93.3   8.34    12.5
2019/12/22 20:31:14 12.27  44175  33432 29.9118 28.71  28.47   2.040   1.407  7.87   -68.8   1.3   0.3    21.5   93.4   8.37    12.5
2019/12/22 20:37:14 12.18  42101  31792 31.4545 27.37  26.99   1.982   1.369  7.87   -68.4   1.4   0.3    20.5   93.6   8.48    12.4
2019/12/22 20:43:14 12.17  41560  31375 31.8720 27.01  26.61   1.926   1.330  7.86   -68.2   2.7   0.6    23.1   93.9   8.53    12.5
2019/12/22 20:49:14 12.18  41285  31174 32.0777 26.84  26.42   1.874   1.294  7.86   -68.1   2.5   0.6    26.6   94.0   8.55    12.4
2019/12/22 20:55:14 12.21  41891  31661 31.5850 27.23  26.84   1.798   1.241  7.86   -68.2   1.7   0.4    25.8   93.9   8.51    12.5
2019/12/22 21:01:14 12.23  42075  31812 31.4351 27.35  26.98   1.757   1.213  7.86   -68.1   1.7   0.4    24.1   93.9   8.50    12.5
2019/12/22 21:07:14 12.24  42523  32160 31.0944 27.64  27.29   1.693   1.168  7.86   -68.1   0.8   0.2    22.3   93.8   8.47    12.4
2019/12/22 21:13:14 12.25  42526  32168 31.0868 27.64  27.30   1.648   1.138  7.86   -68.2   1.4   0.3    22.2   93.8   8.47    12.5
2019/12/22 21:19:14 12.25  42625  32246 31.0115 27.71  27.37   1.584   1.093  7.86   -68.1   1.7   0.4    21.4   93.6   8.45    12.5
2019/12/22 21:25:14 12.26  42574  32217 31.0397 27.67  27.33   1.526   1.053  7.86   -67.9   1.7   0.4    18.8   93.7   8.45    12.4
2019/12/22 21:31:13 12.27  42571  32217 31.0397 27.67  27.33   1.467   1.013  7.86   -68.2   1.3   0.3    16.3   93.6   8.44    12.4
2019/12/22 21:37:14 12.27  42397  32085 31.1672 27.56  27.21   1.439   0.993  7.86   -67.9   1.9   0.4    16.4   93.7   8.46    12.5
2019/12/22 21:43:14 12.26  42092  31851 31.3966 27.36  26.99   1.384   0.956  7.86   -68.0   2.2   0.5    14.4   93.7   8.48    12.7
2019/12/22 21:49:14 12.26  41954  31746 31.5004 27.27  26.89   1.353   0.934  7.86   -67.9   1.8   0.4    15.7   93.7   8.48    12.4
2019/12/22 21:55:14 12.24  41599  31463 31.7830 27.04  26.64   1.325   0.915  7.86   -67.9   1.2   0.3    15.1   93.7   8.50    12.4
2019/12/22 22:01:14 12.24  41603  31460 31.7864 27.04  26.64   1.274   0.880  7.85   -67.7   2.3   0.5    16.5   93.8   8.50    12.3
2019/12/22 22:07:13 12.25  41704  31550 31.6959 27.11  26.71   1.250   0.863  7.85   -67.7   1.9   0.4    17.2   93.7   8.49    12.4
2019/12/22 22:13:14 12.24  41812  31621 31.6245 27.18  26.79   1.225   0.846  7.85   -67.6   1.5   0.3    17.0   93.6   8.48    12.4
2019/12/22 22:19:14 12.24  42054  31806 31.4405 27.34  26.96   1.202   0.830  7.85   -67.7   1.7   0.4    20.8   93.5   8.46    12.3
2019/12/22 22:25:14 12.27  42191  31935 31.3140 27.42  27.06   1.180   0.814  7.85   -67.7   3.0   0.7    21.9   93.3   8.43    12.4
2019/12/22 22:31:14 12.23  42506  32140 31.1142 27.63  27.28   1.161   0.802  7.85   -67.6   2.0   0.5    27.1   93.1   8.41    12.4
2019/12/22 22:37:14 12.27  42151  31905 31.3433 27.40  27.03   1.130   0.780  7.85   -67.6   1.5   0.3    24.1   93.3   8.43    12.4
2019/12/22 22:43:14 12.26  42177  31913 31.3356 27.42  27.05   1.113   0.769  7.85   -67.6   2.4   0.5    24.8   93.1   8.42    12.5
2019/12/22 22:49:14 12.26  42060  31823 31.4236 27.34  26.97   1.086   0.750  7.85   -67.4   1.9   0.4    23.3   93.2   8.43    12.4
2019/12/22 22:55:14 12.24  42061  31807 31.4395 27.34  26.97   1.070   0.739  7.85   -67.4   1.9   0.4    26.3   93.0   8.41    12.4
2019/12/22 23:01:14 12.22  42162  31873 31.3749 27.41  27.04   1.057   0.730  7.85   -67.4   1.8   0.4    26.6   93.0   8.42    12.4
2019/12/22 23:07:14 12.22  42103  31824 31.4231 27.37  27.00   1.055   0.729  7.85   -67.3   1.9   0.4    24.3   93.1   8.43    12.4
2019/12/22 23:13:14 12.21  42193  31882 31.3658 27.43  27.06   1.036   0.715  7.85   -67.4   2.7   0.6    28.1   93.1   8.42    12.4
2019/12/22 23:19:14 12.20  42231  31907 31.3409 27.45  27.09   1.035   0.715  7.85   -67.3   2.4   0.6    28.1   93.0   8.41    12.7
2019/12/22 23:25:14 12.19  41346  31233 32.0170 26.88  26.46   1.015   0.701  7.85   -67.3   1.8   0.4    20.0   93.2   8.47    12.4
2019/12/22 23:31:14 12.19  41183  31103 32.1517 26.77  26.34   1.024   0.707  7.84   -67.2   2.2   0.5    20.5   93.2   8.48    12.3
2019/12/22 23:37:14 12.17  40979  30936 32.3253 26.64  26.20   1.022   0.706  7.84   -67.1   2.7   0.6    20.7   93.2   8.49    12.4
