====================================================================================================================================
      Date     Time  Temp SpCond   Cond  Resist   TDS    Sal   Press   Depth    pH      pH   Chl   Chl Turbid+ ODOsat    ODO Battery
     y/m/d hh:mm:ss     C  uS/cm  uS/cm  Ohm*cm   g/L    ppt    psir  meters            mV  ug/L   RFU     NTU      %   mg/L   volts
------------------------------------------------------------------------------------------------------------------------------------
2019/12/23 14:01:14 11.62  39772  29607 33.7753 25.85  25.33   3.018   2.086  7.83   -66.5   0.8   0.2     8.4   91.4   8.47    12.5
2019/12/23 14:07:13 11.62  39767  29606 33.7764 25.85  25.33   3.070   2.122  7.83   -66.5   1.3   0.3     7.9   91.8   8.51    12.4
2019/12/23 14:13:13 11.62  39768  29607 33.7753 25.85  25.33   3.077   2.127  7.83   -66.3   0.9   0.2     7.1   91.6   8.49    12.4
2019/12/23 14:19:13 11.98  42591  32003 31.2471 27.68  27.33   3.155   2.178  7.85   -67.3   0.6   0.1     9.8   91.9   8.35    12.4
2019/12/23 14:25:13 11.92  42312  31738 31.5077 27.50  27.13   3.169   2.188  7.84   -67.1   1.8   0.4     7.9   92.1   8.38    12.5
2019/12/23 14:31:13 12.12  44865  33829 29.5603 29.16  28.96   3.216   2.217  7.86   -68.1   0.8   0.2     9.2   92.4   8.28    12.5
2019/12/23 14:37:14 12.13  44916  33875 29.5203 29.20  28.99   3.258   2.246  7.86   -68.0   2.1   0.5    10.0   92.4   8.28    12.5
2019/12/23 14:43:13 12.14  44967  33920 29.4812 29.23  29.03   3.309   2.281  7.86   -68.3   2.1   0.5    10.6   92.6   8.29    12.4
2019/12/23 14:49:14 12.04  43802  32959 30.3407 28.47  28.20   3.342   2.305  7.85   -67.8   1.3   0.3     7.9   92.4   8.33    12.5
2019/12/23 14:55:13 12.06  44279  33334 29.9994 28.78  28.54   3.397   2.342  7.86   -68.1   1.5   0.3     8.1   92.6   8.33    12.4
2019/12/23 15:01:13 12.11  44846  33805 29.5817 29.15  28.94   3.434   2.367  7.86   -68.2   1.2   0.3     7.3   92.5   8.29    12.4
2019/12/23 15:07:13 12.18  45386  34273 29.1771 29.50  29.33   3.453   2.380  7.87   -68.4   2.0   0.5     7.9   92.5   8.26    12.4
2019/12/23 15:13:14 12.17  45245  34155 29.2781 29.41  29.23   3.487   2.403  7.87   -68.5   1.7   0.4     8.7   92.8   8.29    12.4
2019/12/23 15:19:14 12.25  45824  34662 28.8499 29.79  29.65   3.505   2.415  7.87   -68.7   1.8   0.4     9.9   92.8   8.26    12.7
2019/12/23 15:25:13 12.26  45885  34719 28.8029 29.83  29.69   3.572   2.461  7.87   -68.8   1.7   0.4     9.1   93.0   8.27    12.4
2019/12/23 15:31:14 12.26  45908  34740 28.7851 29.84  29.71   3.607   2.485  7.87   -68.9   1.5   0.3     9.6   93.1   8.28    12.5
2019/12/23 15:37:14 12.27  45925  34756 28.7721 29.85  29.72   3.653   2.516  7.87   -68.9   1.0   0.2     8.9   93.2   8.28    12.4
2019/12/23 15:43:14 12.26  45855  34700 28.8183 29.81  29.67   3.680   2.535  7.87   -69.0   0.4   0.1     9.2   93.1   8.28    12.4
2019/12/23 15:49:14 12.26  45846  34687 28.8296 29.80  29.67   3.726   2.567  7.87   -68.8   1.6   0.4     9.0   93.1   8.28    12.4
2019/12/23 15:55:14 12.28  46072  34881 28.6690 29.95  29.83   3.742   2.578  7.88   -69.0   1.7   0.4     9.3   93.1   8.27    12.7
2019/12/23 16:01:14 12.22  45577  34452 29.0258 29.62  29.47   3.787   2.610  7.87   -68.6   1.2   0.3     7.8   93.0   8.29    12.5
2019/12/23 16:07:14 12.09  44796  33752 29.6279 29.12  28.91   3.846   2.651  7.87   -68.4   1.4   0.3     7.9   92.6   8.30    12.5
2019/12/23 16:13:14 12.08  44686  33655 29.7130 29.05  28.83   3.854   2.657  7.87   -68.4   1.6   0.4     8.0   92.6   8.32    12.5
2019/12/23 16:19:13 12.14  45014  33954 29.4515 29.26  29.06   3.863   2.663  7.87   -68.5   1.7   0.4     7.2   92.7   8.30    12.4
2019/12/23 16:25:14 12.19  45385  34281 29.1705 29.50  29.33   3.903   2.689  7.87   -68.5   2.2   0.5     9.2   92.8   8.28    12.5
2019/12/23 16:31:14 12.22  45605  34472 29.0093 29.64  29.49   3.920   2.701  7.87   -68.7   1.6   0.4     8.2   92.8   8.27    12.7
2019/12/23 16:37:14 12.27  45980  34798 28.7374 29.89  29.76   3.952   2.723  7.87   -68.9   1.2   0.3    10.9   93.0   8.27    12.5
2019/12/23 16:43:14 12.27  46012  34825 28.7148 29.91  29.79   3.961   2.729  7.87   -69.0   1.6   0.4     9.4   93.1   8.27    12.5
2019/12/23 16:49:14 12.28  46036  34848 28.6963 29.92  29.80   3.992   2.750  7.88   -69.0   0.5   0.1     8.3   93.1   8.27    12.5
2019/12/23 16:55:13 12.28  46091  34894 28.6586 29.96  29.84   3.988   2.747  7.88   -69.0   1.1   0.3     8.6   93.0   8.26    12.4
2019/12/23 17:01:13 12.30  46261  35036 28.5420 30.07  29.97   3.986   2.746  7.87   -69.0   2.0   0.5     9.8   93.1   8.26    12.4
2019/12/23 17:07:14 12.31  46425  35169 28.4342 30.18  30.08   3.967   2.732  7.88   -69.3   1.3   0.3    11.4   93.0   8.24    12.5
2019/12/23 17:13:13 12.32  46597  35310 28.3209 30.29  30.21   3.955   2.724  7.88   -69.5   1.5   0.3    11.9   93.5   8.28    12.4
2019/12/23 17:19:14 12.32  46583  35299 28.3295 30.28  30.20   3.979   2.740  7.88   -69.5   1.3   0.3     9.9   93.6   8.28    12.5
2019/12/23 17:25:14 12.31  46442  35184 28.4223 30.19  30.10   3.963   2.730  7.88   -69.2   0.6   0.1     6.4   93.1   8.25    12.5
2019/12/23 17:31:14 12.31  46437  35179 28.4263 30.18  30.09   3.948   2.719  7.88   -69.2   1.1   0.3     7.2   93.1   8.25    12.4
2019/12/23 17:37:14 12.32  46555  35275 28.3484 30.26  30.18   3.924   2.702  7.88   -69.5   1.9   0.4     6.8   93.5   8.28    12.4
2019/12/23 17:43:14 12.32  46677  35376 28.2678 30.34  30.27   3.920   2.700  7.89   -69.6   0.6   0.1     7.2   93.7   8.29    12.4
2019/12/23 17:49:14 12.32  46479  35218 28.3948 30.21  30.12   3.916   2.697  7.88   -69.5   0.9   0.2     6.5   93.5   8.28    12.4
2019/12/23 17:55:14 12.33  46656  35365 28.2764 30.33  30.25   3.871   2.666  7.89   -69.6   1.2   0.3     6.9   93.4   8.26    12.4
2019/12/23 18:01:14 12.33  46627  35343 28.2943 30.31  30.23   3.857   2.656  7.89   -69.6   0.8   0.2     5.4   93.4   8.26    12.4
2019/12/23 18:07:14 12.31  46403  35157 28.4437 30.16  30.07   3.843   2.647  7.88   -69.5   1.4   0.3     7.5   93.5   8.29    12.4
2019/12/23 18:13:14 12.32  46469  35214 28.3979 30.21  30.12   3.809   2.624  7.88   -69.5   1.3   0.3     5.9   93.5   8.28    12.5
2019/12/23 18:19:15 12.34  46700  35407 28.2428 30.35  30.28   3.777   2.601  7.89   -69.6   1.4   0.3     5.7   93.4   8.26    12.5
2019/12/23 18:25:15 12.34  46777  35470 28.1931 30.40  30.34   3.737   2.573  7.89   -69.8   0.9   0.2     6.1   93.5   8.27    12.5
2019/12/23 18:31:14 12.35  46801  35491 28.1760 30.42  30.36   3.689   2.540  7.88   -69.6   1.1   0.2     7.7   93.6   8.28    12.4
2019/12/23 18:37:14 12.36  46895  35570 28.1133 30.48  30.42   3.642   2.508  7.89   -69.6   1.0   0.2     7.0   93.7   8.28    12.4
2019/12/23 18:43:14 12.37  47094  35736 27.9827 30.61  30.57   3.585   2.468  7.89   -69.9   1.9   0.4     7.3   93.8   8.28    12.5
2019/12/23 18:49:14 12.38  47117  35757 27.9667 30.63  30.58   3.544   2.440  7.89   -70.0   0.4   0.1     6.5   93.7   8.27    12.4
2019/12/23 18:55:14 12.38  47151  35787 27.9430 30.65  30.61   3.475   2.393  7.89   -70.1   1.3   0.3     6.8   93.9   8.28    12.4
2019/12/23 19:01:14 12.40  47363  35964 27.8057 30.79  30.76   3.413   2.350  7.90   -70.3   1.3   0.3     7.3   94.1   8.29    12.3
2019/12/23 19:07:14 12.40  47406  36001 27.7770 30.81  30.79   3.344   2.302  7.90   -70.4   1.1   0.3     7.0   94.2   8.29    12.5
2019/12/23 19:13:14 12.40  47423  36015 27.7665 30.83  30.81   3.276   2.255  7.90   -70.4   0.7   0.2     6.8   94.2   8.29    12.4
2019/12/23 19:19:14 12.40  47347  35950 27.8163 30.78  30.75   3.221   2.217  7.90   -70.3   1.6   0.4     7.2   94.1   8.29    12.5
2019/12/23 19:25:13 12.38  47159  35791 27.9400 30.65  30.62   3.142   2.163  7.89   -70.0   0.7   0.2     8.4   93.9   8.28    12.5
2019/12/23 19:31:14 12.37  47016  35672 28.0333 30.56  30.51   3.085   2.124  7.89   -69.9   1.1   0.3     8.9   93.5   8.25    12.4
2019/12/23 19:37:14 12.36  46917  35591 28.0971 30.50  30.44   3.008   2.072  7.89   -69.8   1.2   0.3    10.3   93.4   8.25    12.7
2019/12/23 19:43:14 12.35  46731  35437 28.2195 30.38  30.31   2.947   2.029  7.89   -69.6   1.9   0.4    12.8   93.2   8.24    12.4
2019/12/23 19:49:14 12.34  46642  35362 28.2787 30.32  30.24   2.879   1.983  7.88   -69.6   1.3   0.3    19.2   93.2   8.24    12.7
2019/12/23 19:55:14 12.30  46171  34976 28.5914 30.01  29.90   2.793   1.924  7.88   -69.3   1.7   0.4    22.2   93.3   8.28    12.5
2019/12/23 20:01:14 12.30  46176  34979 28.5890 30.01  29.90   2.725   1.877  7.88   -69.3   1.8   0.4    29.5   93.0   8.25    12.5
2019/12/23 20:07:14 12.31  46267  35057 28.5253 30.07  29.97   2.639   1.818  7.88   -69.5   2.1   0.5    34.8   93.2   8.26    12.5
2019/12/23 20:13:14 12.24  45304  34267 29.1829 29.45  29.28   2.566   1.769  7.88   -69.0   2.1   0.5    27.1   93.1   8.31    12.4
2019/12/23 20:19:14 12.26  45494  34424 29.0496 29.57  29.41   2.501   1.724  7.87   -68.8   2.8   0.6    33.8   93.2   8.30    12.5
2019/12/23 20:25:14 12.18  44341  33481 29.8673 28.82  28.59   2.424   1.672  7.87   -68.7   2.0   0.5    29.1   93.0   8.35    12.3
2019/12/23 20:31:14 12.18  44138  33331 30.0020 28.69  28.44   2.359   1.627  7.86   -68.4   1.4   0.3    26.4   93.2   8.37    12.4
2019/12/23 20:37:14 12.21  44316  33494 29.8560 28.81  28.57   2.287   1.577  7.86   -68.2   1.9   0.4    23.7   93.3   8.37    12.5
2019/12/23 20:43:15 12.19  43924  33178 30.1407 28.55  28.29   2.210   1.524  7.87   -68.6   1.6   0.4    22.9   93.3   8.38    12.3
2019/12/23 20:49:14 12.11  42451  31996 31.2543 27.59  27.24   2.122   1.465  7.86   -68.1   2.2   0.5    24.2   93.4   8.46    12.4
2019/12/23 20:55:14 12.13  42118  31764 31.4825 27.38  27.00   2.066   1.427  7.86   -68.0   2.5   0.6    45.7   93.5   8.48    12.4
2019/12/23 21:01:14 12.11  41496  31278 31.9715 26.97  26.56   1.992   1.376  7.85   -67.7   2.6   0.6    31.6   93.6   8.52    12.5
2019/12/23 21:07:14 12.10  41687  31417 31.8294 27.10  26.70   1.928   1.331  7.85   -67.6   1.6   0.4    22.7   93.6   8.51    12.5
2019/12/23 21:13:14 12.10  41718  31442 31.8047 27.12  26.72   1.873   1.293  7.85   -67.5   0.9   0.2    22.7   92.9   8.45    12.4
2019/12/23 21:19:14 12.11  41720  31445 31.8017 27.12  26.72   1.798   1.242  7.85   -67.6   1.2   0.3    21.4   93.1   8.46    12.5
2019/12/23 21:25:14 12.11  41927  31604 31.6416 27.25  26.87   1.740   1.202  7.85   -67.6   2.1   0.5    23.8   92.9   8.44    12.4
2019/12/23 21:31:14 12.10  42034  31678 31.5674 27.32  26.94   1.696   1.171  7.85   -67.4   1.8   0.4    20.5   92.9   8.44    12.5
2019/12/23 21:37:14 12.06  41575  31303 31.9456 27.02  26.62   1.613   1.114  7.85   -67.5   2.2   0.5    18.2   93.2   8.49    12.4
2019/12/23 21:43:14 12.09  41710  31424 31.8230 27.11  26.71   1.557   1.075  7.85   -67.4   1.7   0.4    21.6   93.2   8.47    12.4
2019/12/23 21:49:14 12.08  41677  31396 31.8517 27.09  26.69   1.486   1.026  7.85   -67.3   0.6   0.1    20.2   93.1   8.47    12.5
2019/12/23 21:55:14 12.09  41728  31440 31.8062 27.12  26.73   1.439   0.994  7.85   -67.3   2.1   0.5    18.9   92.9   8.44    12.5
2019/12/23 22:01:13 12.08  41750  31447 31.7993 27.14  26.74   1.375   0.950  7.84   -67.1   2.5   0.6    18.5   92.9   8.45    12.4
2019/12/23 22:07:14 12.09  41754  31461 31.7850 27.14  26.74   1.322   0.913  7.84   -67.0   1.8   0.4    19.5   92.8   8.44    12.4
2019/12/23 22:13:14 12.11  41756  31479 31.7667 27.14  26.75   1.267   0.875  7.84   -67.2   2.4   0.5    18.6   92.7   8.43    12.4
2019/12/23 22:19:14 12.12  41806  31522 31.7239 27.17  26.78   1.215   0.839  7.84   -67.1   2.0   0.5    19.1   92.6   8.41    12.5
2019/12/23 22:25:14 12.13  41662  31422 31.8245 27.08  26.68   1.166   0.805  7.84   -66.9   1.3   0.3    18.0   92.6   8.42    12.4
2019/12/23 22:31:15 12.13  41513  31310 31.9386 26.98  26.57   1.135   0.784  7.84   -67.0   2.1   0.5    18.6   92.6   8.42    12.5
2019/12/23 22:37:14 12.14  41388  31225 32.0255 26.90  26.49   1.081   0.747  7.83   -66.5   1.4   0.3    20.1   92.6   8.42    12.4
2019/12/23 22:43:14 12.13  41198  31071 32.1846 26.78  26.35   1.052   0.727  7.83   -66.7   1.1   0.3    20.7   92.4   8.42    12.5
2019/12/23 22:49:14 12.09  41015  30905 32.3574 26.66  26.22   1.028   0.710  7.83   -66.5   1.6   0.4    21.7   92.3   8.42    12.5
2019/12/23 22:55:14 12.12  40907  30842 32.4230 26.59  26.15   0.983   0.679  7.83   -66.3   2.0   0.5    22.3   92.3   8.42    12.5
2019/12/23 23:01:14 12.11  41106  30984 32.2743 26.72  26.29   0.952   0.657  7.83   -66.3   2.1   0.5    25.8   92.4   8.42    12.4
2019/12/23 23:07:13 12.09  41508  31271 31.9790 26.98  26.57   0.895   0.618  7.83   -66.1   2.5   0.6    40.5   92.3   8.40    12.4
2019/12/23 23:13:13 12.08  41683  31400 31.8472 27.09  26.69   0.862   0.595  7.83   -66.3   2.6   0.6    43.5   92.3   8.40    12.4
2019/12/23 23:19:14 12.08  41852  31521 31.7249 27.20  26.81   0.835   0.577  7.83   -66.2   2.4   0.5    46.0   92.2   8.39    12.5
2019/12/23 23:25:14 12.08  41306  31113 32.1406 26.85  26.43   0.831   0.574  7.82   -66.1   2.5   0.6    36.1   92.4   8.42    12.5
2019/12/23 23:31:14 12.07  41687  31391 31.8566 27.10  26.70   0.790   0.546  7.83   -66.1   2.6   0.6    48.5   92.2   8.39    12.4
2019/12/23 23:37:14 12.06  41860  31516 31.7303 27.21  26.82   0.797   0.550  7.83   -66.1   2.6   0.6    55.7   92.1   8.38    12.5
2019/12/23 23:43:14 12.05  40666  30609 32.6702 26.43  25.97   0.763   0.527  7.82   -65.9   2.5   0.6    34.4   92.3   8.44    12.5
2019/12/23 23:49:14 12.02  40341  30342 32.9578 26.22  25.74   0.779   0.538  7.82   -65.9   2.3   0.5    31.1   92.4   8.47    12.5
2019/12/23 23:55:13 12.02  40249  30267 33.0392 26.16  25.68   0.754   0.521  7.82   -65.7   1.4   0.3    28.5   92.5   8.48    12.4
2019/12/24 00:01:13 12.02  40339  30337 32.9626 26.22  25.74   0.760   0.525  7.82   -65.9   1.6   0.4    32.4   92.5   8.47    12.4
2019/12/24 00:07:14 12.01  40247  30260 33.0472 26.16  25.68   0.748   0.517  7.82   -65.7   1.6   0.4    28.9   92.4   8.48    12.4
2019/12/24 00:13:14 11.99  40156  30179 33.1359 26.10  25.61   0.759   0.524  7.82   -65.7   2.7   0.6    29.2   92.5   8.49    12.3
2019/12/24 00:19:14 11.98  40109  30135 33.1843 26.07  25.58   0.744   0.514  7.82   -65.7   2.6   0.6    27.4   92.5   8.49    12.5
2019/12/24 00:25:14 11.92  39641  29740 33.6250 25.77  25.25   0.755   0.522  7.82   -65.7   3.1   0.7    22.3   92.8   8.54    12.4
2019/12/24 00:31:13 11.90  39465  29589 33.7965 25.65  25.12   0.780   0.539  7.82   -65.7   2.7   0.6    24.0   92.7   8.55    12.4
2019/12/24 00:37:13 11.91  39478  29606 33.7770 25.66  25.13   0.783   0.541  7.82   -65.6   1.7   0.4    18.9   92.7   8.55    12.5
2019/12/24 00:43:14 11.86  39157  29332 34.0930 25.45  24.91   0.808   0.559  7.82   -65.7   2.1   0.5    25.5   92.5   8.55    12.5
2019/12/24 00:49:14 11.85  39030  29229 34.2132 25.37  24.82   0.826   0.571  7.82   -65.6   2.4   0.6    25.9   92.5   8.55    12.4
2019/12/24 00:55:14 11.84  38861  29091 34.3745 25.26  24.70   0.838   0.579  7.82   -65.6   2.0   0.5    26.0   92.5   8.57    12.4
2019/12/24 01:01:13 11.80  38425  28737 34.7980 24.98  24.39   0.846   0.585  7.82   -65.6   2.8   0.6    25.6   92.4   8.58    12.3
2019/12/24 01:07:14 11.80  38369  28695 34.8489 24.94  24.35   0.896   0.620  7.82   -65.5   2.4   0.5    28.1   92.4   8.58    12.4
2019/12/24 01:13:14 11.79  38373  28692 34.8525 24.94  24.36   0.931   0.644  7.81   -65.4   2.3   0.5    26.7   92.3   8.58    12.5
2019/12/24 01:19:14 11.78  38313  28639 34.9172 24.90  24.31   0.955   0.660  7.81   -65.3   2.2   0.5    25.0   92.3   8.58    12.4
2019/12/24 01:25:14 11.77  38234  28574 34.9966 24.85  24.26   1.012   0.700  7.81   -65.3   2.3   0.5    25.2   92.3   8.58    12.5
2019/12/24 01:31:14 11.77  38104  28473 35.1208 24.77  24.17   1.033   0.715  7.81   -65.2   2.1   0.5    24.9   92.3   8.58    12.5
2019/12/24 01:37:14 11.77  38104  28479 35.1142 24.77  24.17   1.079   0.746  7.81   -65.2   2.5   0.6    23.4   92.1   8.57    12.6
2019/12/24 01:43:14 11.76  38087  28459 35.1383 24.76  24.15   1.122   0.776  7.81   -65.2   1.3   0.3    24.4   92.1   8.57    12.5
2019/12/24 01:49:14 11.77  38091  28465 35.1311 24.76  24.16   1.207   0.835  7.81   -65.2   1.7   0.4    26.1   92.0   8.56    12.5
2019/12/24 01:55:14 11.76  38058  28435 35.1679 24.74  24.13   1.231   0.851  7.81   -65.2   2.4   0.5    26.3   92.2   8.58    12.4
2019/12/24 02:01:14 11.75  38002  28386 35.2283 24.70  24.10   1.258   0.871  7.81   -65.2   2.0   0.5    23.9   92.1   8.58    12.4
2019/12/24 02:07:14 11.75  37995  28381 35.2350 24.70  24.09   1.312   0.908  7.81   -65.0   1.1   0.2    24.1   91.9   8.56    12.5
2019/12/24 02:13:14 11.74  37879  28284 35.3554 24.62  24.01   1.371   0.949  7.81   -65.1   1.8   0.4    23.4   92.1   8.58    12.5
2019/12/24 02:19:14 11.73  37848  28257 35.3891 24.60  23.99   1.407   0.974  7.81   -65.0   2.0   0.5    20.5   92.0   8.57    12.4
2019/12/24 02:25:14 11.73  37792  28212 35.4460 24.56  23.95   1.465   1.013  7.81   -65.0   1.5   0.3    20.0   92.0   8.58    12.5
2019/12/24 02:31:14 11.73  37793  28214 35.4429 24.57  23.95   1.497   1.036  7.81   -65.0   2.5   0.6    19.5   92.0   8.58    12.5
2019/12/24 02:37:14 11.73  37817  28235 35.4172 24.58  23.97   1.547   1.070  7.81   -65.1   2.5   0.6    20.6   92.0   8.58    12.5
2019/12/24 02:43:14 11.74  37893  28296 35.3402 24.63  24.02   1.605   1.110  7.81   -65.1   1.6   0.4    19.8   92.0   8.57    12.5
2019/12/24 02:49:14 11.75  37923  28324 35.3061 24.65  24.04   1.654   1.144  7.81   -65.1   1.8   0.4    21.7   92.0   8.57    12.5
2019/12/24 02:55:14 11.75  37958  28351 35.2726 24.67  24.06   1.692   1.170  7.81   -65.1   1.7   0.4    22.5   92.0   8.57    12.5
2019/12/24 03:01:14 11.75  37961  28353 35.2696 24.67  24.07   1.746   1.208  7.81   -65.0   1.5   0.4    19.7   92.0   8.57    12.5
2019/12/24 03:07:14 11.75  37978  28365 35.2544 24.69  24.08   1.805   1.249  7.81   -65.0   1.2   0.3    18.4   91.9   8.56    12.5
2019/12/24 03:13:14 11.75  37973  28361 35.2599 24.68  24.07   1.865   1.291  7.81   -65.1   2.0   0.5    16.6   91.8   8.55    12.4
2019/12/24 03:19:13 11.71  37928  28299 35.3365 24.65  24.04   1.924   1.331  7.81   -65.1   2.2   0.5    14.7   91.9   8.57    12.4
2019/12/24 03:25:14 11.71  37935  28307 35.3268 24.66  24.05   1.963   1.358  7.81   -65.1   1.3   0.3    13.9   91.9   8.57    12.4
2019/12/24 03:31:14 11.70  37954  28313 35.3189 24.67  24.06   2.029   1.404  7.81   -65.1   1.3   0.3    13.2   91.8   8.56    12.5
2019/12/24 03:37:13 11.68  37954  28299 35.3371 24.67  24.06   2.099   1.452  7.81   -65.0   1.5   0.3    12.8   91.7   8.55    12.4
2019/12/24 03:43:13 11.70  37986  28339 35.2866 24.69  24.08   2.118   1.465  7.80   -64.9   1.2   0.3    13.7   91.9   8.57    12.4
2019/12/24 03:49:14 11.74  38101  28455 35.1431 24.77  24.16   2.179   1.507  7.81   -65.1   1.7   0.4    17.2   91.9   8.56    12.4
2019/12/24 03:55:14 11.75  38130  28480 35.1124 24.78  24.18   2.219   1.535  7.81   -65.1   1.2   0.3    15.4   91.7   8.54    12.4
2019/12/24 04:01:14 11.77  38346  28655 34.8976 24.93  24.34   2.261   1.564  7.81   -65.2   1.9   0.4    15.5   91.6   8.52    12.4
2019/12/24 04:07:14 11.73  38157  28488 35.1021 24.80  24.20   2.304   1.594  7.81   -64.9   0.3   0.1    13.6   91.6   8.52    12.7
2019/12/24 04:13:14 11.78  38616  28865 34.6437 25.10  24.53   2.352   1.627  7.81   -65.1   1.8   0.4    15.3   91.5   8.49    12.3
2019/12/24 04:19:14 11.76  38387  28679 34.8691 24.95  24.36   2.385   1.650  7.81   -65.1   1.0   0.2    11.9   91.5   8.50    12.4
2019/12/24 04:25:13 11.83  39004  29189 34.2589 25.35  24.80   2.418   1.672  7.81   -65.4   2.0   0.4    14.2   91.7   8.49    12.4
2019/12/24 04:31:14 11.92  40251  30195 33.1177 26.16  25.68   2.462   1.701  7.82   -65.9   1.4   0.3    15.6   92.1   8.46    12.5
2019/12/24 04:37:13 12.00  41455  31159 32.0938 26.95  26.53   2.499   1.726  7.83   -66.2   2.0   0.5    15.5   92.2   8.41    12.4
2019/12/24 04:43:14 12.01  41880  31490 31.7559 27.22  26.83   2.553   1.763  7.83   -66.5   1.4   0.3    15.3   92.4   8.41    12.5
2019/12/24 04:49:14 12.03  42097  31668 31.5776 27.36  26.98   2.577   1.779  7.83   -66.5   1.4   0.3    17.8   92.4   8.40    12.7
2019/12/24 04:55:14 12.00  41793  31419 31.8279 27.17  26.77   2.642   1.824  7.83   -66.5   1.5   0.3    11.9   92.1   8.39    12.5
2019/12/24 05:01:14 12.01  41856  31469 31.7771 27.21  26.81   2.692   1.859  7.83   -66.6   1.5   0.3    11.3   92.2   8.40    12.4
2019/12/24 05:07:14 11.98  41590  31251 31.9990 27.03  26.62   2.721   1.879  7.83   -66.4   1.2   0.3    11.3   92.0   8.39    12.5
2019/12/24 05:13:14 12.01  41916  31516 31.7298 27.25  26.86   2.775   1.916  7.83   -66.7   1.5   0.4    11.8   92.3   8.40    12.5
2019/12/24 05:19:14 12.03  42093  31666 31.5801 27.36  26.98   2.824   1.949  7.84   -67.2   1.4   0.3    12.0   92.1   8.37    12.4
2019/12/24 05:25:13 11.99  41638  31290 31.9590 27.06  26.66   2.855   1.971  7.83   -66.5   1.7   0.4    10.4   92.0   8.39    12.4
2019/12/24 05:31:13 12.06  42493  31987 31.2629 27.62  27.27   2.887   1.992  7.83   -66.5   1.8   0.4    10.8   92.0   8.34    12.3
2019/12/24 05:37:13 12.17  44017  33232 30.0911 28.61  28.35   2.907   2.005  7.84   -67.2   1.2   0.3    13.3   92.2   8.29    12.4
2019/12/24 05:43:14 12.20  44596  33693 29.6794 28.99  28.77   2.924   2.016  7.85   -67.4   1.7   0.4    14.1   92.4   8.28    12.5
2019/12/24 05:49:14 12.22  44833  33888 29.5092 29.14  28.94   2.936   2.024  7.85   -67.6   1.5   0.3    18.8   92.5   8.27    12.4
2019/12/24 05:55:14 12.23  44996  34021 29.3940 29.25  29.06   2.954   2.036  7.85   -67.6   1.9   0.4    18.6   92.7   8.29    12.5
2019/12/24 06:01:14 12.25  45218  34203 29.2371 29.39  29.22   2.979   2.053  7.85   -67.8   1.9   0.4    16.7   92.8   8.28    12.5
2019/12/24 06:07:14 12.23  45066  34070 29.3511 29.29  29.11   3.008   2.073  7.85   -67.7   1.3   0.3    11.1   92.8   8.29    12.5
2019/12/24 06:13:14 12.09  43260  32589 30.6853 28.12  27.81   3.034   2.093  7.85   -67.3   2.4   0.6    14.8   92.2   8.33    12.5
2019/12/24 06:19:14 12.10  43377  32688 30.5918 28.20  27.90   3.044   2.100  7.85   -67.3   1.5   0.3    16.9   92.3   8.33    12.4
2019/12/24 06:25:14 12.10  43420  32722 30.5608 28.22  27.93   3.045   2.101  7.85   -67.4   1.0   0.2    10.6   92.4   8.33    12.5
2019/12/24 06:31:14 12.09  43409  32709 30.5726 28.22  27.92   3.037   2.095  7.85   -67.4   1.8   0.4     9.4   92.1   8.31    12.4
2019/12/24 06:37:13 12.10  43488  32775 30.5107 28.27  27.97   3.057   2.109  7.85   -67.3   1.3   0.3     9.8   91.9   8.29    12.4
2019/12/24 06:43:14 12.19  44554  33656 29.7122 28.96  28.74   3.058   2.108  7.85   -67.8   2.7   0.6    18.8   92.5   8.28    12.4
2019/12/24 06:49:14 12.23  45095  34099 29.3267 29.31  29.13   3.075   2.119  7.86   -68.1   1.4   0.3    13.0   92.6   8.27    12.3
2019/12/24 06:55:14 12.18  44360  33499 29.8516 28.83  28.60   3.084   2.126  7.85   -67.7   1.3   0.3    11.5   92.1   8.26    12.3
2019/12/24 07:01:14 12.16  44140  33318 30.0135 28.69  28.44   3.101   2.139  7.85   -67.7   0.9   0.2    10.6   92.1   8.27    12.4
2019/12/24 07:07:14 12.19  44426  33555 29.8021 28.88  28.65   3.095   2.134  7.85   -67.6   1.4   0.3    11.4   92.3   8.28    12.5
2019/12/24 07:13:13 12.23  45088  34093 29.3317 29.31  29.12   3.097   2.134  7.86   -68.1   1.0   0.2    10.2   92.5   8.26    12.4
2019/12/24 07:19:13 12.20  44678  33754 29.6262 29.04  28.83   3.092   2.132  7.85   -67.6   1.8   0.4     8.6   92.1   8.25    12.3
2019/12/24 07:25:14 12.20  44679  33759 29.6219 29.04  28.83   3.083   2.126  7.86   -67.9   1.6   0.4     9.8   92.1   8.25    12.5
2019/12/24 07:31:14 12.20  44710  33782 29.6014 29.06  28.85   3.062   2.111  7.86   -68.0   0.6   0.1    13.4   92.5   8.28    12.5
2019/12/24 07:37:14 12.25  45322  34287 29.1655 29.46  29.29   3.065   2.112  7.87   -68.4   2.1   0.5    10.2   92.7   8.26    12.4
2019/12/24 07:43:14 12.24  45189  34179 29.2580 29.37  29.19   3.040   2.095  7.86   -68.4   1.3   0.3     9.1   92.6   8.26    12.5
2019/12/24 07:49:14 12.23  45101  34101 29.3250 29.32  29.13   3.020   2.081  7.86   -68.1   1.1   0.3     8.2   92.4   8.25    12.5
